Iteration	Posterior	Likelihood	Prior	sigma
0	8009.224	8431.813	-422.5896	0.05394497
100	8100.765	8518.466	-417.7013	0.06574705
200	8021.893	8433.927	-412.0346	0.06154475
300	8069.461	8485.995	-416.5339	0.06258312
400	7867.742	8289.981	-422.2394	0.06649758
500	7987.486	8403.667	-416.181	0.06317654
600	7818.745	8239.722	-420.9771	0.0724328
700	7740.501	8162.289	-421.7879	0.06060663
800	7657.31	8075.792	-418.4816	0.06122907
900	7891.05	8311.021	-419.971	0.06702912
1000	8394.474	8814.337	-419.8627	0.0602591
