state	power	likelihood
260	0.0656357	10279.9
270	0.0656357	10472.7
280	0.0656357	10521.1
290	0.0656357	10483.2
300	0.0656357	10383.7
310	0.0656357	10448.7
320	0.0656357	10431.5
330	0.0656357	10307.5
340	0.0656357	10278.2
350	0.0656357	10454.8
360	0.0656357	10342.9
370	0.0656357	10430.3
380	0.0656357	10511.2
390	0.0656357	10515.8
400	0.0656357	10516.2
410	0.0656357	10548.6
420	0.0656357	10478.1
430	0.0656357	10553.3
440	0.0656357	10565.3
450	0.0656357	10525.6
460	0.0656357	10601.6
470	0.0656357	10615.2
480	0.0656357	10649.4
490	0.0656357	10713.9
500	0.0656357	10691.4
510	0.0656357	10694.1
520	0.0656357	10683.1
530	0.0656357	10669.3
540	0.0656357	10611.3
550	0.0656357	10667.6
560	0.0656357	10708
570	0.0656357	10794.1
580	0.0656357	10673.7
590	0.0656357	10530.9
600	0.0656357	10561.9
610	0.0656357	10601.1
620	0.0656357	10542.4
630	0.0656357	10552.6
640	0.0656357	10484.3
650	0.0656357	10396.1
660	0.0656357	10412
670	0.0656357	10361.1
680	0.0656357	10474.2
690	0.0656357	10475.7
700	0.0656357	10320.6
710	0.0656357	10384.8
720	0.0656357	10319.8
730	0.0656357	10448.2
740	0.0656357	10460
750	0.0656357	10508.6
760	0.0656357	10548.2
770	0.0656357	10623.7
780	0.0656357	10656.9
790	0.0656357	10550.5
800	0.0656357	10542.7
810	0.0656357	10606.4
820	0.0656357	10549.3
830	0.0656357	10677.4
840	0.0656357	10647.7
850	0.0656357	10597.4
860	0.0656357	10505.1
870	0.0656357	10542.2
880	0.0656357	10654.5
890	0.0656357	10630.9
900	0.0656357	10537.2
910	0.0656357	10592.7
920	0.0656357	10521.1
930	0.0656357	10574.3
940	0.0656357	10526.9
950	0.0656357	10565.7
960	0.0656357	10593.1
970	0.0656357	10621.9
980	0.0656357	10516.8
990	0.0656357	10450.8
1000	0.0656357	10496.6
