Iteration	Posterior	Likelihood	Prior	sigma
0	4324.427	4738.135	-413.7085	0.1927139
100	-5166.606	-4751.88	-414.7269	1.643897
200	6802.978	7213.583	-410.6055	0.07476123
300	3876.514	4289.903	-413.3892	0.2126309
400	5777.217	6186.086	-408.8683	0.122545
500	6315.223	6730.825	-415.6029	0.09224689
600	4951.651	5365.426	-413.7746	0.1438803
700	6885.513	7301.359	-415.8463	0.07553407
800	5503.494	5917.222	-413.7282	0.1555918
900	5813.753	6223.971	-410.2176	0.1459935
1000	4994.049	5406.529	-412.4802	0.1114238
