Iteration	Posterior	Likelihood	Prior	diversification	logSigma	sigma	speciation
0	8009.224	8431.813	-422.5896	1.14663	-1.268049	0.05394497	1.14663
10	8023.206	8443.161	-419.9549	1.14663	-1.195748	0.06371646	1.14663
20	8125.808	8547.733	-421.9247	1.14663	-1.22624	0.05939638	1.14663
30	8196.565	8615.487	-418.9218	1.14663	-1.258303	0.05516918	1.14663
40	7994.279	8408.627	-414.3479	1.14663	-1.131837	0.07381808	1.14663
50	7887.697	8302.989	-415.2912	1.14663	-1.157639	0.06956029	1.14663
60	8224.146	8646.547	-422.4006	1.14663	-1.294145	0.05079903	1.14663
70	8095.158	8517.162	-422.0037	1.14663	-1.173565	0.06705552	1.14663
80	8296.869	8718.042	-421.1725	1.14663	-1.209407	0.06174382	1.14663
90	7934.728	8358.246	-423.5176	1.14663	-1.15203	0.0704645	1.14663
100	8100.765	8518.466	-417.7013	1.14663	-1.182124	0.06574705	1.14663
110	8113.282	8534.2	-420.9176	1.14663	-1.252305	0.05593648	1.14663
120	7994.466	8415.286	-420.8203	1.14663	-1.179834	0.06609464	1.14663
130	7776.881	8195.841	-418.9594	1.14663	-1.138563	0.07268372	1.14663
140	8125.725	8546.042	-420.3168	1.14663	-1.185801	0.06519269	1.14663
150	7846.318	8265.629	-419.3107	1.14663	-1.216021	0.06081049	1.14663
160	7870.792	8291.934	-421.1425	1.14663	-1.197881	0.06340435	1.14663
170	7909.077	8328.305	-419.2285	1.14663	-1.168964	0.06776983	1.14663
180	8054.1	8475.45	-421.3507	1.14663	-1.228195	0.05912956	1.14663
190	7881.183	8298.875	-417.6917	1.14663	-1.146153	0.07142446	1.14663
200	8021.893	8433.927	-412.0346	1.14663	-1.210809	0.06154475	1.14663
210	7923.745	8334.957	-411.2113	1.14663	-1.200989	0.06295226	1.14663
220	8119.16	8528.888	-409.7288	1.14663	-1.195798	0.06370916	1.14663
230	7910.871	8323.818	-412.9474	1.14663	-1.112724	0.07713929	1.14663
240	8111.374	8526.134	-414.7605	1.14663	-1.195971	0.06368382	1.14663
250	8055.417	8472.274	-416.8571	1.14663	-1.189178	0.06468767	1.14663
260	7938.812	8357.165	-418.3532	1.14663	-1.197903	0.06340112	1.14663
270	8187.894	8607.127	-419.2336	1.14663	-1.234344	0.05829835	1.14663
280	7996.645	8411.331	-414.6854	1.14663	-1.204003	0.06251681	1.14663
290	8214.61	8632.384	-417.7745	1.14663	-1.187857	0.0648848	1.14663
300	8069.461	8485.995	-416.5339	1.14663	-1.203543	0.06258312	1.14663
310	7608.235	8024.224	-415.9883	1.14663	-1.229178	0.05899598	1.14663
320	7739.562	8156.636	-417.0736	1.14663	-1.169088	0.06775041	1.14663
330	7750.465	8169.083	-418.618	1.14663	-1.190845	0.06443999	1.14663
340	7942.065	8356.115	-414.0506	1.14663	-1.1665	0.0681554	1.14663
350	8022.936	8436.579	-413.6431	1.14663	-1.167001	0.0680768	1.14663
360	7933.791	8348.516	-414.7241	1.14663	-1.171195	0.06742246	1.14663
370	7946.644	8363.233	-416.5889	1.14663	-1.165923	0.06824605	1.14663
380	8139.568	8557.172	-417.6044	1.14663	-1.220012	0.06025433	1.14663
390	8051.725	8472.785	-421.0598	1.14663	-1.246579	0.0566788	1.14663
400	7867.742	8289.981	-422.2394	1.14663	-1.177194	0.06649758	1.14663
410	7815.405	8233.643	-418.2376	1.14663	-1.166094	0.0682191	1.14663
420	7647.637	8066.524	-418.887	1.14663	-1.117984	0.07621063	1.14663
430	7684.812	8102.909	-418.0968	1.14663	-1.148394	0.07105691	1.14663
440	7609.026	8024.324	-415.2978	1.14663	-1.140395	0.07237774	1.14663
450	7862.87	8277.899	-415.0291	1.14663	-1.150224	0.07075811	1.14663
460	7550.063	7965.316	-415.2529	1.14663	-1.140015	0.07244106	1.14663
470	7765.515	8178.577	-413.0616	1.14663	-1.194821	0.06385271	1.14663
480	8109.013	8522.748	-413.7349	1.14663	-1.21325	0.06119984	1.14663
490	7902.53	8317.674	-415.1443	1.14663	-1.147509	0.07120188	1.14663
500	7987.486	8403.667	-416.181	1.14663	-1.199444	0.06317654	1.14663
510	8032.008	8448.434	-416.4264	1.14663	-1.1909	0.06443182	1.14663
520	8114.452	8533.449	-418.9977	1.14663	-1.229871	0.05890189	1.14663
530	7909.028	8325.036	-416.0082	1.14663	-1.176083	0.06666792	1.14663
540	7874.637	8290.518	-415.8813	1.14663	-1.197604	0.06344476	1.14663
550	7589.051	8010.208	-421.157	1.14663	-1.138682	0.07266385	1.14663
560	7345.279	7765.744	-420.4645	1.14663	-1.135719	0.07316121	1.14663
570	7512.071	7933.485	-421.4148	1.14663	-1.127544	0.0745515	1.14663
580	7622.605	8046.336	-423.7309	1.14663	-1.144489	0.0716986	1.14663
590	7637.215	8058.174	-420.9595	1.14663	-1.209012	0.06179993	1.14663
600	7818.745	8239.722	-420.9771	1.14663	-1.140065	0.0724328	1.14663
610	8140.684	8554.556	-413.8719	1.14663	-1.161321	0.06897297	1.14663
620	8233.44	8650.551	-417.111	1.14663	-1.214099	0.06108029	1.14663
630	8205.952	8625.066	-419.1142	1.14663	-1.195605	0.06373752	1.14663
640	8104.388	8528.922	-424.5334	1.14663	-1.211772	0.06140841	1.14663
650	7916.065	8338.28	-422.2151	1.14663	-1.210745	0.06155384	1.14663
660	7941.022	8367.372	-426.3505	1.14663	-1.25746	0.0552764	1.14663
670	8081.111	8507.749	-426.638	1.14663	-1.238521	0.05774036	1.14663
680	8029.382	8454.322	-424.9405	1.14663	-1.228794	0.05904813	1.14663
690	8130.457	8552.483	-422.0264	1.14663	-1.232605	0.0585322	1.14663
700	7740.501	8162.289	-421.7879	1.14663	-1.21748	0.06060663	1.14663
710	8125.071	8545.334	-420.2632	1.14663	-1.202252	0.06276943	1.14663
720	7918.191	8336.988	-418.7972	1.14663	-1.246503	0.05668879	1.14663
730	7792.137	8208.458	-416.3204	1.14663	-1.156231	0.06978608	1.14663
740	7458.642	7874.281	-415.6391	1.14663	-1.094424	0.08045916	1.14663
750	7347.073	7767.848	-420.7754	1.14663	-1.121769	0.07554947	1.14663
760	7571.451	7996.633	-425.1816	1.14663	-1.180402	0.06600821	1.14663
770	7911.826	8332.96	-421.1345	1.14663	-1.189526	0.0646359	1.14663
780	7953.113	8375.953	-422.8399	1.14663	-1.201725	0.06284558	1.14663
790	7847.515	8267.616	-420.1015	1.14663	-1.225762	0.0594618	1.14663
