Iteration	Posterior	Likelihood	Prior	sigma
0	12508.31	12900.33	-392.0118	0.03508469
100	12553.61	12943.06	-389.4492	0.03612457
200	12527.33	12918.16	-390.8375	0.03532725
300	12533.66	12919.98	-386.3198	0.03592871
400	12614.16	13001.49	-387.3237	0.03627212
500	12589.66	12978.23	-388.5759	0.03619331
600	12609.35	12997.81	-388.4568	0.03645967
700	12576.97	12970.17	-393.2039	0.03420433
800	12648.99	13038.39	-389.3977	0.03453215
900	12567.12	12960.61	-393.4967	0.03521254
1000	12561.54	12953.59	-392.0497	0.0366099
