Iteration	Posterior	Likelihood	Prior	sigma
0	6941.442	7355.679	-414.2373	0.08151471
100	6335.276	6750.133	-414.857	0.1019267
200	6824.489	7237.772	-413.2829	0.07866815
300	6986.616	7399.935	-413.319	0.09052168
400	6273.962	6693.529	-419.5666	0.08025042
500	6346.278	6763.787	-417.5082	0.0781539
600	6414.911	6824.742	-409.8316	0.1207792
700	6204.29	6619.549	-415.2592	0.1119666
800	6554.629	6976.041	-421.4116	0.08452672
900	6644.211	7063.156	-418.9447	0.0925548
1000	6206.246	6615.219	-408.9725	0.07294422
