Iteration	Posterior	Likelihood	Prior	sigma
0	13121.84	13502.1	-380.2591	0.03806125
100	13145.05	13523.68	-378.6338	0.04065356
200	13114.03	13494.28	-380.2483	0.03728601
300	13147.93	13527.42	-379.4852	0.03867875
400	13111.9	13492.84	-380.9414	0.0390148
500	13126.29	13505.89	-379.5959	0.03918143
600	13104.65	13483.49	-378.8412	0.03972109
700	13144.38	13522.38	-378.0023	0.03912275
800	13133.95	13512.53	-378.5836	0.03826746
900	13126.54	13507.3	-380.7582	0.03769886
1000	13112.32	13493.85	-381.5279	0.03768902
