Iteration	Posterior	Likelihood	Prior	diversification	logSigma	sigma	speciation
0	8917.496	9337.431	-419.9349	1.14663	-1.266746	0.05410713	1.14663
10	8999.542	9420.862	-421.3199	1.14663	-1.290578	0.05121794	1.14663
20	9093.561	9516.576	-423.0157	1.14663	-1.286077	0.05175149	1.14663
30	9127.954	9550.024	-422.0701	1.14663	-1.288383	0.0514774	1.14663
40	9192.762	9616.982	-424.2195	1.14663	-1.302547	0.0498257	1.14663
50	9070.55	9494.165	-423.6157	1.14663	-1.300623	0.05004683	1.14663
60	9019.093	9445.351	-426.2579	1.14663	-1.323417	0.04748794	1.14663
70	9105.636	9532.907	-427.2704	1.14663	-1.294095	0.05080487	1.14663
80	9053.502	9475.887	-422.3857	1.14663	-1.274294	0.05317483	1.14663
90	8951.529	9377.766	-426.2371	1.14663	-1.275224	0.05306111	1.14663
100	9015.125	9437.647	-422.5215	1.14663	-1.317986	0.04808549	1.14663
110	9079.345	9501.137	-421.7914	1.14663	-1.303905	0.04967009	1.14663
120	9042.307	9463.265	-420.9578	1.14663	-1.285989	0.05176205	1.14663
130	8866.716	9288.676	-421.9607	1.14663	-1.292371	0.0510069	1.14663
140	8961.33	9381.2	-419.8701	1.14663	-1.303677	0.04969617	1.14663
150	8940.064	9359.459	-419.395	1.14663	-1.26783	0.05397222	1.14663
160	9000.947	9419.628	-418.681	1.14663	-1.276412	0.05291607	1.14663
170	9025.241	9443.57	-418.329	1.14663	-1.288959	0.05140918	1.14663
180	9025.605	9449.491	-423.8859	1.14663	-1.277965	0.05272727	1.14663
190	9087.122	9510.971	-423.8482	1.14663	-1.30628	0.04939921	1.14663
200	9068.891	9493.031	-424.1396	1.14663	-1.286983	0.0516437	1.14663
210	9019.33	9440.874	-421.5434	1.14663	-1.25248	0.05591394	1.14663
220	9112.905	9533.742	-420.8374	1.14663	-1.296262	0.05055201	1.14663
230	9275.844	9696.445	-420.601	1.14663	-1.31108	0.04885626	1.14663
240	9327.226	9748.21	-420.9835	1.14663	-1.333309	0.04641852	1.14663
250	9177.11	9598.772	-421.6614	1.14663	-1.316382	0.04826343	1.14663
260	9108.522	9525.913	-417.3911	1.14663	-1.304306	0.04962428	1.14663
270	9049.669	9467.535	-417.8664	1.14663	-1.300712	0.05003657	1.14663
280	9125.154	9544.532	-419.3785	1.14663	-1.298127	0.05033532	1.14663
290	9081.362	9497.931	-416.5683	1.14663	-1.274951	0.05309449	1.14663
300	9206.81	9625.06	-418.2503	1.14663	-1.286114	0.05174704	1.14663
310	9153.239	9571.996	-418.7572	1.14663	-1.290482	0.05122927	1.14663
320	9086.206	9505.345	-419.1395	1.14663	-1.259911	0.05496529	1.14663
330	8902.995	9319.602	-416.6072	1.14663	-1.231954	0.05862009	1.14663
340	9125.536	9542.174	-416.6378	1.14663	-1.282073	0.05223085	1.14663
350	9248.31	9664.199	-415.8884	1.14663	-1.294814	0.05072077	1.14663
360	9238.099	9657.847	-419.7477	1.14663	-1.322982	0.04753551	1.14663
370	9407.418	9823.653	-416.235	1.14663	-1.291627	0.05109439	1.14663
380	9396.146	9814.472	-418.3255	1.14663	-1.320202	0.04784072	1.14663
390	9404.984	9820.846	-415.8622	1.14663	-1.277609	0.05277053	1.14663
400	9330.466	9752.687	-422.2217	1.14663	-1.30109	0.04999311	1.14663
410	9288.76	9712.668	-423.9078	1.14663	-1.329485	0.04682901	1.14663
420	9268.869	9690.231	-421.3625	1.14663	-1.294669	0.0507377	1.14663
430	9242.523	9664.051	-421.5283	1.14663	-1.32472	0.04734564	1.14663
440	9280.509	9699.073	-418.5639	1.14663	-1.276961	0.05284926	1.14663
450	9339.009	9756.25	-417.2412	1.14663	-1.307787	0.04922814	1.14663
460	9343.262	9760.5	-417.237	1.14663	-1.32481	0.04733587	1.14663
470	9338.786	9755.755	-416.9686	1.14663	-1.340996	0.04560408	1.14663
480	9379.522	9798.495	-418.9729	1.14663	-1.313903	0.04853974	1.14663
490	9273.145	9692.58	-419.435	1.14663	-1.268874	0.05384265	1.14663
500	9424.382	9840.761	-416.379	1.14663	-1.306584	0.04936468	1.14663
510	9488.577	9906.752	-418.1756	1.14663	-1.359562	0.04369567	1.14663
520	9630.82	10048.76	-417.9431	1.14663	-1.305771	0.04945716	1.14663
530	9427.466	9847.945	-420.4792	1.14663	-1.29255	0.05098589	1.14663
540	9291.539	9709.619	-418.0805	1.14663	-1.285986	0.05176237	1.14663
550	9562.035	9978.476	-416.4411	1.14663	-1.323817	0.04744419	1.14663
560	9404.248	9818.673	-414.4248	1.14663	-1.340924	0.04561163	1.14663
570	9387.76	9803.782	-416.0224	1.14663	-1.288305	0.05148668	1.14663
580	9140.103	9557.276	-417.173	1.14663	-1.304317	0.04962302	1.14663
590	9171.668	9589.845	-418.1767	1.14663	-1.284835	0.05189967	1.14663
600	8975.52	9393.744	-418.2241	1.14663	-1.282616	0.05216552	1.14663
610	9296.188	9713.195	-417.0072	1.14663	-1.287787	0.05154814	1.14663
620	9265.578	9681.94	-416.362	1.14663	-1.316921	0.04820353	1.14663
630	9342.327	9758.106	-415.7789	1.14663	-1.307199	0.04929481	1.14663
640	9290.004	9706.171	-416.1678	1.14663	-1.28095	0.05236605	1.14663
650	9320.346	9741.239	-420.8924	1.14663	-1.304962	0.04954936	1.14663
660	9261.319	9683.017	-421.6988	1.14663	-1.361286	0.04352252	1.14663
670	9187.609	9602.374	-414.765	1.14663	-1.291544	0.05110411	1.14663
680	9083.833	9501.06	-417.2268	1.14663	-1.282735	0.05215131	1.14663
690	9337.802	9757.53	-419.7274	1.14663	-1.29503	0.05069558	1.14663
700	9281.156	9703.212	-422.0553	1.14663	-1.323168	0.04751519	1.14663
710	9308.873	9731.238	-422.3655	1.14663	-1.361895	0.04346157	1.14663
720	9414.01	9835.73	-421.7204	1.14663	-1.336437	0.04608541	1.14663
730	9253.26	9675.957	-422.6961	1.14663	-1.313682	0.04856434	1.14663
740	9339.677	9763.015	-423.338	1.14663	-1.341084	0.04559491	1.14663
750	9209.525	9633.479	-423.9548	1.14663	-1.359586	0.04369325	1.14663
760	9322.836	9748.128	-425.2917	1.14663	-1.326437	0.04715881	1.14663
770	9264.86	9688.944	-424.0837	1.14663	-1.349149	0.04475598	1.14663
780	9296.095	9722.24	-426.1452	1.14663	-1.343779	0.04531284	1.14663
