Iteration	Posterior	Likelihood	Prior	sigma
0	8917.496	9337.431	-419.9349	0.05410713
100	9015.125	9437.647	-422.5215	0.04808549
200	9068.891	9493.031	-424.1396	0.0516437
300	9206.81	9625.06	-418.2503	0.05174704
400	9330.466	9752.687	-422.2217	0.04999311
500	9424.382	9840.761	-416.379	0.04936468
600	8975.52	9393.744	-418.2241	0.05216552
700	9281.156	9703.212	-422.0553	0.04751519
800	9455.609	9877.286	-421.6772	0.04608058
900	9035.885	9457.311	-421.4265	0.05191867
1000	9284.91	9700.423	-415.5134	0.0526122
