Iteration	Posterior	Likelihood	Prior	sigma
0	8037.521	8462.84	-425.3189	0.0566431
100	7437.888	7854.443	-416.555	0.07969934
200	8022.109	8431.956	-409.8472	0.07341932
300	7633.848	8050.487	-416.6399	0.08163798
400	7750.18	8162.03	-411.8494	0.06424575
500	8167.021	8583.574	-416.5529	0.05993843
600	8009.756	8429.569	-419.8127	0.06071496
700	7312.327	7736.534	-424.2073	0.05577929
800	7479.032	7898.378	-419.3458	0.07492675
900	7675.257	8089.687	-414.4305	0.07340122
1000	7816.399	8237.426	-421.0277	0.06473684
