state	power	likelihood
260	0.107374	11732.1
270	0.107374	11724.2
280	0.107374	11722.8
290	0.107374	11722.5
300	0.107374	11760.7
310	0.107374	11573.2
320	0.107374	11560.7
330	0.107374	11603.1
340	0.107374	11680.9
350	0.107374	11604.4
360	0.107374	11666.7
370	0.107374	11639.2
380	0.107374	11578.4
390	0.107374	11649.7
400	0.107374	11642.3
410	0.107374	11556.6
420	0.107374	11649.7
430	0.107374	11641.6
440	0.107374	11628.9
450	0.107374	11605.1
460	0.107374	11626.8
470	0.107374	11653.3
480	0.107374	11712.2
490	0.107374	11726.5
500	0.107374	11752.5
510	0.107374	11836.1
520	0.107374	11768.5
530	0.107374	11856.7
540	0.107374	11805.4
550	0.107374	11788.6
560	0.107374	11788.8
570	0.107374	11841.3
580	0.107374	11882.9
590	0.107374	11820.5
600	0.107374	11620
610	0.107374	11711.4
620	0.107374	11724
630	0.107374	11684.2
640	0.107374	11683.8
650	0.107374	11725.1
660	0.107374	11789.3
670	0.107374	11751.1
680	0.107374	11781.3
690	0.107374	11738.2
700	0.107374	11786.1
710	0.107374	11629.5
720	0.107374	11720.3
730	0.107374	11595
740	0.107374	11516.6
750	0.107374	11498.7
760	0.107374	11498.1
770	0.107374	11598
780	0.107374	11646.5
790	0.107374	11674.7
800	0.107374	11674.3
810	0.107374	11662.4
820	0.107374	11625
830	0.107374	11599.1
840	0.107374	11629.9
850	0.107374	11647.2
860	0.107374	11618.5
870	0.107374	11644.6
880	0.107374	11617.9
890	0.107374	11688.9
900	0.107374	11709.2
910	0.107374	11650.2
920	0.107374	11713.9
930	0.107374	11715.5
940	0.107374	11791.6
950	0.107374	11787.7
960	0.107374	11689
970	0.107374	11630.1
980	0.107374	11664.7
990	0.107374	11564.7
1000	0.107374	11599.1
