Iteration	Posterior	Likelihood	Prior	diversification	logSigma	sigma	speciation
0	13121.84	13502.1	-380.2591	1.14663	-1.419517	0.03806125	1.14663
10	13104.8	13485.06	-380.2606	1.14663	-1.414765	0.03848001	1.14663
20	13128.79	13506.97	-378.1743	1.14663	-1.397914	0.04000237	1.14663
30	13163.87	13541.53	-377.6674	1.14663	-1.378706	0.04181129	1.14663
40	13150.63	13527.98	-377.3536	1.14663	-1.385485	0.04116372	1.14663
50	13146.37	13523.84	-377.4694	1.14663	-1.388418	0.04088665	1.14663
60	13162.45	13540.32	-377.8667	1.14663	-1.392026	0.04054845	1.14663
70	13145.72	13523.91	-378.1869	1.14663	-1.409111	0.03898423	1.14663
80	13160.69	13538.94	-378.2537	1.14663	-1.394708	0.04029877	1.14663
90	13142.56	13520.93	-378.3711	1.14663	-1.398238	0.03997255	1.14663
100	13145.05	13523.68	-378.6338	1.14663	-1.390901	0.04065356	1.14663
110	13148.29	13526.72	-378.4266	1.14663	-1.394749	0.04029503	1.14663
120	13152.66	13531.01	-378.3554	1.14663	-1.391059	0.04063879	1.14663
130	13148.51	13527.27	-378.7605	1.14663	-1.402981	0.03953842	1.14663
140	13122.55	13501.4	-378.854	1.14663	-1.412674	0.03866568	1.14663
150	13135.15	13514.17	-379.0188	1.14663	-1.411827	0.03874123	1.14663
160	13128.07	13507.12	-379.0584	1.14663	-1.411716	0.03875112	1.14663
170	13104.94	13485.32	-380.3844	1.14663	-1.411366	0.03878237	1.14663
180	13096.52	13477.43	-380.9068	1.14663	-1.422698	0.03778345	1.14663
190	13100.51	13481.15	-380.6386	1.14663	-1.417071	0.03827619	1.14663
200	13114.03	13494.28	-380.2483	1.14663	-1.428454	0.03728601	1.14663
210	13098.18	13479	-380.8271	1.14663	-1.418025	0.03819227	1.14663
220	13066.65	13448.62	-381.9719	1.14663	-1.438298	0.03645041	1.14663
230	13081.86	13462.96	-381.1046	1.14663	-1.419034	0.03810364	1.14663
240	13081.42	13462.98	-381.5689	1.14663	-1.415892	0.0383803	1.14663
250	13113.34	13494.99	-381.6513	1.14663	-1.419821	0.03803463	1.14663
260	13099.11	13480.27	-381.1665	1.14663	-1.408625	0.03902784	1.14663
270	13117.34	13497.53	-380.184	1.14663	-1.411868	0.03873756	1.14663
280	13136.96	13516.3	-379.3386	1.14663	-1.411366	0.0387823	1.14663
290	13144.3	13523.15	-378.8483	1.14663	-1.399652	0.03984266	1.14663
300	13147.93	13527.42	-379.4852	1.14663	-1.412528	0.03867875	1.14663
310	13136.18	13515.54	-379.3653	1.14663	-1.4004	0.03977404	1.14663
320	13136.65	13516.33	-379.6777	1.14663	-1.404319	0.03941679	1.14663
330	13132.61	13513.4	-380.791	1.14663	-1.412135	0.03871373	1.14663
340	13119.68	13500.47	-380.7885	1.14663	-1.422784	0.03777596	1.14663
350	13115.02	13495.46	-380.4387	1.14663	-1.405167	0.03933987	1.14663
360	13127.15	13507.34	-380.1985	1.14663	-1.413025	0.03863444	1.14663
370	13119.02	13499.25	-380.2266	1.14663	-1.42905	0.03723487	1.14663
380	13112.64	13493.33	-380.6898	1.14663	-1.41491	0.03846715	1.14663
390	13111.31	13491.36	-380.0488	1.14663	-1.41661	0.03831686	1.14663
400	13111.9	13492.84	-380.9414	1.14663	-1.408771	0.0390148	1.14663
410	13125.64	13506.57	-380.9335	1.14663	-1.409748	0.0389271	1.14663
420	13117.13	13498.75	-381.6274	1.14663	-1.413917	0.03855521	1.14663
430	13096.78	13479.02	-382.2379	1.14663	-1.413205	0.03861845	1.14663
440	13096.5	13477.69	-381.1921	1.14663	-1.413188	0.03861996	1.14663
450	13094.1	13475.41	-381.307	1.14663	-1.419323	0.03807828	1.14663
460	13100.21	13482.36	-382.1443	1.14663	-1.413489	0.03859318	1.14663
470	13082.86	13464.22	-381.3667	1.14663	-1.397568	0.04003426	1.14663
480	13109.73	13490.48	-380.7481	1.14663	-1.413062	0.03863116	1.14663
490	13120.4	13500.17	-379.7745	1.14663	-1.410079	0.03889741	1.14663
500	13126.29	13505.89	-379.5959	1.14663	-1.40692	0.03918143	1.14663
510	13122.89	13502.78	-379.8985	1.14663	-1.400409	0.03977327	1.14663
520	13122.31	13502.05	-379.745	1.14663	-1.394868	0.04028398	1.14663
530	13120.89	13500.3	-379.4113	1.14663	-1.398674	0.03993249	1.14663
540	13108.55	13488.18	-379.6281	1.14663	-1.415682	0.03839885	1.14663
550	13107.74	13486.63	-378.8939	1.14663	-1.407899	0.03909318	1.14663
560	13099.18	13478.7	-379.5232	1.14663	-1.407876	0.03909521	1.14663
570	13099.02	13478.72	-379.6925	1.14663	-1.406611	0.03920933	1.14663
580	13082.76	13462.36	-379.6074	1.14663	-1.410938	0.03882061	1.14663
590	13104.1	13482.55	-378.4434	1.14663	-1.389011	0.04083088	1.14663
600	13104.65	13483.49	-378.8412	1.14663	-1.400979	0.03972109	1.14663
610	13079.92	13458.91	-378.9916	1.14663	-1.413914	0.03855544	1.14663
620	13096.01	13474.88	-378.8774	1.14663	-1.40006	0.03980525	1.14663
630	13094.73	13473.77	-379.0353	1.14663	-1.384581	0.04124957	1.14663
640	13123.36	13502.59	-379.2335	1.14663	-1.408659	0.03902479	1.14663
650	13094.97	13474.57	-379.5993	1.14663	-1.388831	0.04084787	1.14663
660	13146.7	13525.9	-379.1962	1.14663	-1.394424	0.0403252	1.14663
670	13132.44	13511.41	-378.977	1.14663	-1.410507	0.03885917	1.14663
680	13124.48	13502.55	-378.0703	1.14663	-1.391735	0.04057565	1.14663
690	13148.07	13526.46	-378.3916	1.14663	-1.403283	0.0395109	1.14663
700	13144.38	13522.38	-378.0023	1.14663	-1.407571	0.03912275	1.14663
710	13129.69	13508.1	-378.4063	1.14663	-1.409657	0.03893523	1.14663
720	13155.71	13534.05	-378.3446	1.14663	-1.395342	0.04023997	1.14663
730	13154.58	13533.87	-379.2871	1.14663	-1.408729	0.03901851	1.14663
740	13148.33	13528.44	-380.1102	1.14663	-1.406912	0.03918215	1.14663
750	13147.57	13527.52	-379.9426	1.14663	-1.408859	0.03900683	1.14663
760	13140.7	13520.57	-379.8694	1.14663	-1.42447	0.03762968	1.14663
770	13092.71	13472.94	-380.2288	1.14663	-1.408541	0.03903547	1.14663
780	13130.32	13511.04	-380.7227	1.14663	-1.416001	0.03837062	1.14663
790	13128.84	13508.49	-379.6468	1.14663	-1.417092	0.03827437	1.14663
800	13133.95	13512.53	-378.5836	1.14663	-1.41717	0.03826746	1.14663
810	13148.4	13527.27	-378.8628	1.14663	-1.407213	0.03915497	1.14663
820	13137.87	13518.05	-380.1776	1.14663	-1.425855	0.03750984	1.14663
830	13123.58	13503.99	-380.4163	1.14663	-1.414095	0.03853939	1.14663
840	13126.93	13506.88	-379.9458	1.14663	-1.413165	0.03862199	1.14663
850	13116.59	13496.18	-379.5916	1.14663	-1.412819	0.03865277	1.14663
860	13118.29	13498.42	-380.1271	1.14663	-1.414405	0.03851191	1.14663
870	13126.39	13506.01	-379.6192	1.14663	-1.401843	0.03964216	1.14663
880	13108.01	13487.37	-379.3622	1.14663	-1.403147	0.03952332	1.14663
890	13104.13	13484.36	-380.2327	1.14663	-1.409344	0.03896337	1.14663
900	13126.54	13507.3	-380.7582	1.14663	-1.423672	0.03769886	1.14663
910	13119.58	13501.12	-381.5415	1.14663	-1.420516	0.03797376	1.14663
920	13128.61	13510.03	-381.4205	1.14663	-1.428249	0.03730361	1.14663
930	13112.62	13493.89	-381.2668	1.14663	-1.441278	0.03620113	1.14663
940	13118.07	13499.64	-381.5683	1.14663	-1.427009	0.03741027	1.14663
950	13127.56	13509.21	-381.6506	1.14663	-1.424213	0.03765187	1.14663
960	13093.02	13475.97	-382.9443	1.14663	-1.431137	0.03705635	1.14663
970	13113.01	13494.32	-381.312	1.14663	-1.423743	0.03769269	1.14663
980	13112	13493.68	-381.6777	1.14663	-1.422237	0.03782364	1.14663
990	13105.98	13487.25	-381.2726	1.14663	-1.417437	0.03824393	1.14663
1000	13112.32	13493.85	-381.5279	1.14663	-1.423785	0.03768902	1.14663
