Iteration	Posterior	Likelihood	Prior	sigma
0	13375.21	13747.06	-371.8497	0.04539881
100	13373.4	13744.31	-370.9098	0.0484164
200	13376.82	13748.1	-371.2833	0.04598269
300	13382.84	13753.91	-371.074	0.04688203
400	13371.92	13745.42	-373.5016	0.04454554
500	13376.26	13748.81	-372.554	0.04454989
600	13369.02	13741.33	-372.3121	0.0443997
700	13373.62	13745.68	-372.0584	0.0456205
800	13355.77	13728.28	-372.5155	0.04365995
900	13374.65	13745.8	-371.149	0.0469567
1000	13375.8	13747.02	-371.2243	0.0467194
