Iteration	Posterior	Likelihood	Prior	diversification	logSigma	sigma	speciation
0	5872.96	6286.152	-413.1917	1.14663	-0.9188807	0.1205367	1.14663
10	6448.844	6861.507	-412.6627	1.14663	-0.9898058	0.1023751	1.14663
20	6621.956	7037.354	-415.398	1.14663	-1.145237	0.07157522	1.14663
30	5037.221	5454.318	-417.0971	1.14663	-0.7925803	0.1612203	1.14663
40	6462.095	6876.98	-414.8845	1.14663	-1.098302	0.07974392	1.14663
50	5020.577	5434.157	-413.5796	1.14663	-0.7608166	0.1734536	1.14663
60	5749.315	6164.598	-415.2835	1.14663	-1.143143	0.07192121	1.14663
70	5877.921	6295.516	-417.5941	1.14663	-1.106349	0.07827995	1.14663
80	5894.773	6308.156	-413.3826	1.14663	-0.9311142	0.1171887	1.14663
90	5179.758	5592.995	-413.2363	1.14663	-0.9972614	0.1006326	1.14663
100	5549.153	5964.621	-415.4682	1.14663	-1.030798	0.09315402	1.14663
110	6373.256	6788.405	-415.1483	1.14663	-0.9268777	0.1183375	1.14663
120	6670.506	7087.548	-417.0416	1.14663	-1.005189	0.09881234	1.14663
130	6066.454	6482.794	-416.3398	1.14663	-0.9953707	0.1010716	1.14663
140	6376.544	6789.447	-412.9027	1.14663	-1.002379	0.09945365	1.14663
150	6092.956	6503.778	-410.8226	1.14663	-0.9192907	0.1204229	1.14663
160	5015.346	5428.427	-413.0808	1.14663	-0.7470553	0.1790378	1.14663
170	5098.578	5512.188	-413.6097	1.14663	-0.7973986	0.1594415	1.14663
180	5298.115	5714.052	-415.9368	1.14663	-0.7976347	0.1593548	1.14663
190	5485.452	5896.309	-410.8578	1.14663	-1.117378	0.07631708	1.14663
200	5221.459	5633.876	-412.4171	1.14663	-0.7710331	0.1694209	1.14663
210	6870.187	7288.328	-418.141	1.14663	-1.036867	0.09186143	1.14663
220	6214.512	6632.152	-417.6394	1.14663	-0.9229648	0.1194085	1.14663
230	6133.267	6551.539	-418.2716	1.14663	-0.9719578	0.10667	1.14663
240	5323.995	5741.112	-417.1172	1.14663	-0.8455595	0.1427054	1.14663
250	5762.102	6181.575	-419.4724	1.14663	-0.9378505	0.115385	1.14663
260	6523.7	6942.635	-418.9351	1.14663	-1.200253	0.06305892	1.14663
270	6776.963	7196.371	-419.4077	1.14663	-1.166499	0.06815551	1.14663
280	6160.045	6576.287	-416.2426	1.14663	-0.9610521	0.1093825	1.14663
