Iteration	Posterior	Likelihood	Prior	diversification	logSigma	sigma	speciation
0	-13235.44	-12820.65	-414.791	1.14663	0.8945022	7.843361	1.14663
10	3835.606	4247.205	-411.5986	1.14663	-0.7136989	0.1933308	1.14663
20	-4328.853	-3920.708	-408.1449	1.14663	0.1358341	1.367207	1.14663
30	-1154.176	-749.146	-405.0304	1.14663	-1.034061	0.09245685	1.14663
40	3817.905	4221.704	-403.799	1.14663	-0.6297544	0.2345555	1.14663
50	-5487.687	-5082.703	-404.984	1.14663	0.2739835	1.879245	1.14663
60	324.2485	729.3694	-405.1209	1.14663	-0.2464897	0.566905	1.14663
70	4099.707	4506.069	-406.3618	1.14663	-0.907653	0.1236935	1.14663
80	-7015.353	-6606.256	-409.0974	1.14663	0.3940043	2.477447	1.14663
90	6161.566	6572.997	-411.4307	1.14663	-0.9403558	0.1147213	1.14663
100	-1235.97	-826.2785	-409.6915	1.14663	-0.1156992	0.7661271	1.14663
110	1812.807	2224.608	-411.8003	1.14663	-0.4130114	0.3863569	1.14663
120	4284.316	4695.406	-411.0904	1.14663	-0.8997581	0.1259627	1.14663
130	-8154.855	-7744.699	-410.1569	1.14663	0.4903689	3.092922	1.14663
140	4783.975	5196.674	-412.699	1.14663	-0.7173312	0.1917206	1.14663
150	1490.723	1902.207	-411.4836	1.14663	-0.379892	0.4169731	1.14663
160	1414.586	1822.302	-407.7152	1.14663	-1.22683	0.0593157	1.14663
170	-2056.966	-1643.558	-413.4075	1.14663	-0.08110171	0.8296564	1.14663
180	3670.418	4082.872	-412.4545	1.14663	-1.204355	0.06246624	1.14663
190	4411.451	4825.76	-414.3088	1.14663	-1.200133	0.0630764	1.14663
200	3502.986	3916.999	-414.0136	1.14663	-0.6026768	0.2496452	1.14663
210	6195.705	6606.979	-411.2738	1.14663	-0.9164305	0.1212187	1.14663
220	-1117.261	-706.6734	-410.5876	1.14663	-0.1486166	0.7102044	1.14663
230	488.2729	898.3514	-410.0785	1.14663	-0.3050443	0.4953997	1.14663
240	714.4111	1124.483	-410.0714	1.14663	-0.3157816	0.4833017	1.14663
250	-2067.479	-1656.312	-411.1669	1.14663	-0.4733534	0.3362379	1.14663
260	1489.562	1899.056	-409.4943	1.14663	-0.3840304	0.4130186	1.14663
270	4876.683	5290.584	-413.9009	1.14663	-0.7609262	0.1734099	1.14663
280	5658.249	6071.632	-413.383	1.14663	-0.9237082	0.1192043	1.14663
290	-6236.191	-5821.184	-415.0071	1.14663	-1.153924	0.07015773	1.14663
300	2910.225	3324.503	-414.2773	1.14663	-0.6446067	0.2266696	1.14663
310	-4930.795	-4520.093	-410.7019	1.14663	0.2102235	1.622645	1.14663
320	4246.599	4659.156	-412.5566	1.14663	-0.770505	0.169627	1.14663
330	-4070.994	-3657.847	-413.1468	1.14663	0.1151409	1.30359	1.14663
340	3035.676	3446.558	-410.882	1.14663	-0.5834378	0.2609529	1.14663
350	1060.613	1474.135	-413.5229	1.14663	-0.4664197	0.3416491	1.14663
360	-1760.028	-1344.988	-415.0397	1.14663	-0.1078017	0.7801862	1.14663
370	-7624.161	-7209.02	-415.1407	1.14663	0.4176108	2.615838	1.14663
380	4733.027	5149.681	-416.6541	1.14663	-0.7337031	0.1846277	1.14663
390	-3353.822	-2939.869	-413.9526	1.14663	0.03470125	1.083182	1.14663
400	5246.656	5660.945	-414.289	1.14663	-1.029566	0.09341877	1.14663
410	2500.978	2917.443	-416.4649	1.14663	-0.5028317	0.3141726	1.14663
420	4229.683	4642.071	-412.3883	1.14663	-0.7421624	0.1810663	1.14663
430	4254.989	4667.821	-412.8324	1.14663	-0.708355	0.1957244	1.14663
