Iteration	Posterior	Likelihood	Prior	diversification	logSigma	sigma	speciation
0	10755.94	11165.39	-409.4449	1.14663	-1.399247	0.03987979	1.14663
10	10642.76	11051.64	-408.8822	1.14663	-1.399215	0.03988275	1.14663
20	10710.71	11120.33	-409.6201	1.14663	-1.411168	0.0388	1.14663
30	10682.59	11092.78	-410.19	1.14663	-1.403278	0.03951137	1.14663
40	10733.68	11148.02	-414.3405	1.14663	-1.401778	0.03964805	1.14663
50	10621.44	11033.67	-412.2335	1.14663	-1.38465	0.04124293	1.14663
60	10775.44	11184.35	-408.9101	1.14663	-1.390153	0.04072364	1.14663
70	10799.25	11209.39	-410.1426	1.14663	-1.408367	0.03905112	1.14663
80	10864.01	11274.73	-410.7153	1.14663	-1.408368	0.03905099	1.14663
90	10949.35	11360.14	-410.7933	1.14663	-1.41982	0.03803471	1.14663
100	10930.86	11339.74	-408.875	1.14663	-1.428229	0.03730533	1.14663
110	10825.31	11235.84	-410.5282	1.14663	-1.42523	0.03756383	1.14663
120	10780.13	11194.85	-414.7165	1.14663	-1.452566	0.03527229	1.14663
130	10900.35	11310.01	-409.6603	1.14663	-1.404987	0.03935623	1.14663
140	10788.44	11200.51	-412.074	1.14663	-1.418254	0.03817208	1.14663
150	10750.25	11161.07	-410.8265	1.14663	-1.435425	0.0366923	1.14663
160	10724.35	11140.4	-416.0499	1.14663	-1.450317	0.03545542	1.14663
170	10804.59	11220.55	-415.9619	1.14663	-1.442731	0.03608023	1.14663
180	10791.95	11205.44	-413.4905	1.14663	-1.449882	0.03549097	1.14663
190	10767.85	11181.35	-413.5041	1.14663	-1.404426	0.03940709	1.14663
200	10740.18	11154.11	-413.9331	1.14663	-1.427354	0.03738057	1.14663
210	10894.6	11304.6	-409.9999	1.14663	-1.407145	0.03916109	1.14663
220	10903.43	11311.48	-408.0565	1.14663	-1.402339	0.03959689	1.14663
230	10963.55	11370.4	-406.8501	1.14663	-1.416188	0.03835416	1.14663
240	11084.26	11489.64	-405.3809	1.14663	-1.395162	0.04025671	1.14663
250	11129.72	11533.74	-404.028	1.14663	-1.410656	0.03884575	1.14663
260	10973.39	11376.89	-403.5027	1.14663	-1.379943	0.04169245	1.14663
270	10973.61	11377.6	-403.9871	1.14663	-1.393042	0.0404537	1.14663
280	10859.22	11267	-407.7737	1.14663	-1.401475	0.03967576	1.14663
290	10871.58	11278.75	-407.166	1.14663	-1.422308	0.03781742	1.14663
300	10903.39	11313.83	-410.4406	1.14663	-1.421529	0.03788532	1.14663
310	10897.59	11307.91	-410.3123	1.14663	-1.442045	0.03613727	1.14663
320	10955.48	11363.74	-408.2592	1.14663	-1.400566	0.03975882	1.14663
330	10981.02	11388.42	-407.3994	1.14663	-1.407405	0.03913768	1.14663
340	10904.92	11315.78	-410.8695	1.14663	-1.438252	0.03645422	1.14663
350	10971.41	11383.71	-412.3006	1.14663	-1.422577	0.03779401	1.14663
360	11008.41	11418.85	-410.4407	1.14663	-1.44727	0.03570506	1.14663
370	11093.9	11503.3	-409.3949	1.14663	-1.434686	0.03675483	1.14663
380	11058.41	11469.2	-410.7964	1.14663	-1.442789	0.03607538	1.14663
390	11162.22	11571.75	-409.526	1.14663	-1.427863	0.03733683	1.14663
400	11155.34	11562.81	-407.4711	1.14663	-1.438027	0.03647316	1.14663
410	11100.21	11505.83	-405.6236	1.14663	-1.430898	0.03707681	1.14663
420	11177.94	11586.54	-408.6015	1.14663	-1.421447	0.03789251	1.14663
