Iteration	Posterior	Likelihood	Prior	diversification	logSigma	sigma	speciation
0	8553.986	8974.332	-420.3462	1.14663	-1.221926	0.05998938	1.14663
10	8737.805	9154.403	-416.5986	1.14663	-1.23544	0.05815134	1.14663
20	8652.807	9067.531	-414.7241	1.14663	-1.219783	0.06028613	1.14663
30	8445.111	8859.607	-414.4963	1.14663	-1.156056	0.0698143	1.14663
40	8548.316	8968.501	-420.1848	1.14663	-1.251872	0.05599232	1.14663
50	8524.144	8945.145	-421.0011	1.14663	-1.218582	0.06045308	1.14663
60	8609.784	9029.57	-419.7857	1.14663	-1.233579	0.05840109	1.14663
70	8654.873	9079.226	-424.353	1.14663	-1.230732	0.0587852	1.14663
80	8633.336	9055.836	-422.4993	1.14663	-1.256723	0.05537026	1.14663
90	8750.859	9172.08	-421.2212	1.14663	-1.309596	0.04902352	1.14663
100	8733.323	9151.889	-418.566	1.14663	-1.279447	0.05254758	1.14663
110	8810.822	9226.593	-415.7705	1.14663	-1.263753	0.05448127	1.14663
120	8657.972	9075.483	-417.5115	1.14663	-1.251487	0.05604197	1.14663
130	8405.72	8822.061	-416.3417	1.14663	-1.231993	0.05861473	1.14663
140	8669.424	9087.877	-418.4528	1.14663	-1.285538	0.05181582	1.14663
150	8696.561	9117.748	-421.1875	1.14663	-1.210124	0.06164196	1.14663
160	8598.878	9017.021	-418.1431	1.14663	-1.242067	0.05727078	1.14663
170	8705.337	9124.729	-419.3918	1.14663	-1.268614	0.05387483	1.14663
180	8595.445	9017.537	-422.0914	1.14663	-1.258135	0.05519056	1.14663
190	8549.832	8974.385	-424.5537	1.14663	-1.245315	0.05684405	1.14663
200	8654.088	9076.956	-422.8682	1.14663	-1.250056	0.05622687	1.14663
210	8749.826	9168.038	-418.2122	1.14663	-1.253521	0.05578007	1.14663
220	8632.278	9049.256	-416.9778	1.14663	-1.267343	0.0540327	1.14663
230	8647.79	9061.532	-413.7423	1.14663	-1.245588	0.05680827	1.14663
240	8628.977	9045.989	-417.0116	1.14663	-1.234611	0.05826242	1.14663
250	8579.775	8994.826	-415.0514	1.14663	-1.2234	0.05978607	1.14663
260	8814.421	9233.975	-419.5538	1.14663	-1.259496	0.05501793	1.14663
270	8655.976	9078.161	-422.1855	1.14663	-1.25042	0.05617972	1.14663
280	8764.09	9186.185	-422.0957	1.14663	-1.260215	0.05492686	1.14663
290	8810.898	9234.01	-423.1122	1.14663	-1.292655	0.0509736	1.14663
300	8727.293	9151.972	-424.679	1.14663	-1.286177	0.0517396	1.14663
310	8737.842	9162.237	-424.3944	1.14663	-1.279328	0.05256207	1.14663
320	8941.399	9363.605	-422.2064	1.14663	-1.323113	0.04752115	1.14663
330	8781.917	9202.914	-420.9973	1.14663	-1.272232	0.05342792	1.14663
340	8552.316	8974.389	-422.073	1.14663	-1.293649	0.05085699	1.14663
350	8596.634	9020.824	-424.1901	1.14663	-1.308763	0.04911762	1.14663
360	8441.935	8864.373	-422.438	1.14663	-1.241946	0.05728673	1.14663
370	8403.634	8822.145	-418.5108	1.14663	-1.243641	0.05706355	1.14663
380	8374.64	8790.461	-415.8214	1.14663	-1.226684	0.05933567	1.14663
390	8429.339	8845.335	-415.9954	1.14663	-1.251863	0.05599336	1.14663
400	8710.355	9128.205	-417.8499	1.14663	-1.251842	0.05599609	1.14663
410	8457.926	8874.882	-416.9558	1.14663	-1.194945	0.06383446	1.14663
420	8602.597	9016.829	-414.2324	1.14663	-1.240593	0.05746544	1.14663
430	8628.772	9045.382	-416.6104	1.14663	-1.236107	0.05806215	1.14663
440	8517.759	8935.785	-418.0264	1.14663	-1.250874	0.05612114	1.14663
450	8530.127	8948.247	-418.1198	1.14663	-1.276161	0.05294671	1.14663
460	8741.003	9155.58	-414.5767	1.14663	-1.219038	0.06038957	1.14663
470	8763.369	9177.43	-414.0616	1.14663	-1.243899	0.05702969	1.14663
480	8470.26	8888.019	-417.7594	1.14663	-1.185593	0.065224	1.14663
490	8636.24	9051.691	-415.4511	1.14663	-1.216265	0.06077639	1.14663
500	8604.597	9019.466	-414.8689	1.14663	-1.234657	0.05825626	1.14663
510	8692.89	9108.809	-415.9188	1.14663	-1.219441	0.06033351	1.14663
520	8681.108	9096.35	-415.2417	1.14663	-1.213851	0.06111511	1.14663
530	8637.992	9054.007	-416.0142	1.14663	-1.212886	0.0612511	1.14663
540	8679.729	9097.67	-417.9409	1.14663	-1.19578	0.06371185	1.14663
550	8688.643	9106.023	-417.3808	1.14663	-1.222599	0.05989642	1.14663
560	8638.043	9058.38	-420.3374	1.14663	-1.240271	0.05750804	1.14663
570	8490.814	8910.697	-419.8829	1.14663	-1.256586	0.05538775	1.14663
580	8448.848	8871.341	-422.4933	1.14663	-1.234901	0.05822363	1.14663
590	8802.863	9228.44	-425.577	1.14663	-1.289688	0.05132294	1.14663
600	8601.581	9026.19	-424.6089	1.14663	-1.260084	0.05494349	1.14663
610	8804.512	9231.233	-426.7213	1.14663	-1.287034	0.05163765	1.14663
620	8761.904	9186.713	-424.809	1.14663	-1.291606	0.05109679	1.14663
630	8761.157	9183.864	-422.7067	1.14663	-1.307955	0.04920909	1.14663
640	8751.827	9176.334	-424.5065	1.14663	-1.27379	0.05323657	1.14663
650	8881.07	9304.631	-423.5604	1.14663	-1.301204	0.04997998	1.14663
660	8779.084	9196.368	-417.2838	1.14663	-1.243838	0.05703775	1.14663
