Iteration	Posterior	Likelihood	Prior	sigma
0	-12057.6	-11641.08	-416.5146	6.072695
100	2239.973	2653.514	-413.5408	0.3364704
200	4091.825	4505.308	-413.4831	0.06106193
300	-14353.98	-13937.58	-416.4036	9.830565
400	5519.175	5929.935	-410.7598	0.07658535
500	-4624.548	-4209.371	-415.1768	0.03590309
600	-4941.853	-4531.565	-410.2889	1.644972
700	1441.407	1860.278	-418.871	0.2464002
800	1691.083	2101.729	-410.6456	0.4071681
900	3690.17	4102.623	-412.4523	0.2320419
1000	-9741.587	-9331.528	-410.0589	4.355018
