state	power	likelihood
260	0.659082	16883.3
270	0.659082	16875.9
280	0.659082	16864.2
290	0.659082	16857.3
300	0.659082	16879.3
310	0.659082	16883.6
320	0.659082	16876.8
330	0.659082	16888.6
340	0.659082	16907.5
350	0.659082	16925.3
360	0.659082	16923.3
370	0.659082	16916.5
380	0.659082	16883.6
390	0.659082	16899.6
400	0.659082	16936.2
410	0.659082	16910.6
420	0.659082	16909.9
430	0.659082	16927.1
440	0.659082	16956.3
450	0.659082	16931.1
460	0.659082	16973
470	0.659082	16945.8
480	0.659082	16949.1
490	0.659082	16923.7
500	0.659082	16934.1
510	0.659082	16899.2
520	0.659082	16915.5
530	0.659082	16923.5
540	0.659082	16914.6
550	0.659082	16903.4
560	0.659082	16917.2
570	0.659082	16961.3
580	0.659082	16908.1
590	0.659082	16928
600	0.659082	16943.2
610	0.659082	16943.2
620	0.659082	16896.2
630	0.659082	16903.3
640	0.659082	16930.2
650	0.659082	16917.1
660	0.659082	16927.5
670	0.659082	16939.3
680	0.659082	16907.2
690	0.659082	16903.9
700	0.659082	16911.7
710	0.659082	16923.6
720	0.659082	16925.7
730	0.659082	16914.2
740	0.659082	16894.6
750	0.659082	16921.4
760	0.659082	16927.9
770	0.659082	16895.2
780	0.659082	16911.7
790	0.659082	16894.5
800	0.659082	16938.7
810	0.659082	16891.4
820	0.659082	16923.8
830	0.659082	16897.7
840	0.659082	16905.8
850	0.659082	16913.3
860	0.659082	16924.7
870	0.659082	16938.4
880	0.659082	16906.1
890	0.659082	16920.6
900	0.659082	16942.3
910	0.659082	16929.9
920	0.659082	16923.7
930	0.659082	16958.4
940	0.659082	16948.4
950	0.659082	16948.6
960	0.659082	16908.2
970	0.659082	16934.7
980	0.659082	16928.7
990	0.659082	16934.4
1000	0.659082	16927.7
