Iteration	Posterior	Likelihood	Prior	diversification	logSigma	sigma	speciation
0	12508.31	12900.33	-392.0118	1.14663	-1.454882	0.03508469	1.14663
10	12529.65	12921.22	-391.5647	1.14663	-1.438453	0.03643734	1.14663
20	12457.49	12850.46	-392.9719	1.14663	-1.452977	0.03523893	1.14663
30	12441.39	12836.18	-394.7964	1.14663	-1.473619	0.03360326	1.14663
40	12501.81	12895.06	-393.2435	1.14663	-1.461782	0.03453171	1.14663
50	12520.8	12912.44	-391.6349	1.14663	-1.457348	0.03488607	1.14663
60	12553.32	12944.8	-391.4736	1.14663	-1.448143	0.03563339	1.14663
70	12512.34	12904.25	-391.9158	1.14663	-1.446667	0.03575472	1.14663
80	12551.09	12942.74	-391.6575	1.14663	-1.454112	0.03514699	1.14663
90	12506.78	12896.33	-389.5529	1.14663	-1.438991	0.03639228	1.14663
100	12553.61	12943.06	-389.4492	1.14663	-1.442197	0.03612457	1.14663
110	12511.12	12899.6	-388.4801	1.14663	-1.437432	0.0365231	1.14663
120	12593.06	12981.08	-388.0126	1.14663	-1.419772	0.03803888	1.14663
130	12562.12	12950.33	-388.2093	1.14663	-1.448107	0.03563631	1.14663
140	12558.68	12948.68	-390.0081	1.14663	-1.462839	0.0344478	1.14663
150	12555.96	12945.14	-389.186	1.14663	-1.43894	0.03639654	1.14663
160	12538.09	12926.94	-388.8514	1.14663	-1.433094	0.0368898	1.14663
170	12516.66	12906.68	-390.0232	1.14663	-1.443246	0.03603747	1.14663
180	12524.24	12914.82	-390.5809	1.14663	-1.456832	0.03492756	1.14663
190	12519.59	12910.87	-391.2789	1.14663	-1.454279	0.03513344	1.14663
200	12527.33	12918.16	-390.8375	1.14663	-1.45189	0.03532725	1.14663
210	12519.16	12909.44	-390.282	1.14663	-1.457997	0.03483401	1.14663
220	12541.43	12929.41	-387.9814	1.14663	-1.453763	0.03517524	1.14663
230	12560.74	12946.67	-385.927	1.14663	-1.425381	0.03755077	1.14663
240	12560.12	12946.28	-386.1648	1.14663	-1.428914	0.03724657	1.14663
250	12570	12956.08	-386.0832	1.14663	-1.438201	0.03645848	1.14663
260	12589.24	12975.13	-385.8963	1.14663	-1.422831	0.03777188	1.14663
270	12553.46	12939.67	-386.2036	1.14663	-1.433783	0.03683134	1.14663
280	12587.94	12974.08	-386.1355	1.14663	-1.438007	0.03647481	1.14663
290	12520.82	12907.06	-386.2357	1.14663	-1.444538	0.0359304	1.14663
300	12533.66	12919.98	-386.3198	1.14663	-1.444558	0.03592871	1.14663
310	12551.4	12937.65	-386.2491	1.14663	-1.438569	0.03642764	1.14663
320	12535.88	12924.39	-388.5108	1.14663	-1.441781	0.03615923	1.14663
330	12540.28	12929.51	-389.2365	1.14663	-1.43289	0.03690714	1.14663
340	12560.62	12950.7	-390.0845	1.14663	-1.463212	0.03441823	1.14663
350	12517.45	12907.53	-390.0736	1.14663	-1.472444	0.0336943	1.14663
360	12523.25	12914.49	-391.2388	1.14663	-1.461113	0.03458495	1.14663
370	12510.91	12903.34	-392.4225	1.14663	-1.45039	0.03544949	1.14663
380	12557.89	12948.01	-390.118	1.14663	-1.454758	0.03509476	1.14663
390	12611.38	12999.7	-388.3146	1.14663	-1.442842	0.03607098	1.14663
400	12614.16	13001.49	-387.3237	1.14663	-1.440427	0.03627212	1.14663
410	12592.83	12978.85	-386.0235	1.14663	-1.421396	0.03789694	1.14663
420	12595.81	12982.9	-387.0894	1.14663	-1.435348	0.03669883	1.14663
430	12578.5	12965.63	-387.1281	1.14663	-1.442828	0.03607213	1.14663
440	12576.39	12964.6	-388.2127	1.14663	-1.445336	0.0358644	1.14663
450	12590.11	12977.92	-387.8083	1.14663	-1.440683	0.03625078	1.14663
460	12587.96	12974.82	-386.8683	1.14663	-1.42849	0.03728292	1.14663
470	12638.56	13025.31	-386.7516	1.14663	-1.424256	0.03764818	1.14663
480	12620.19	13006.5	-386.306	1.14663	-1.431534	0.03702256	1.14663
490	12589.35	12976.22	-386.8727	1.14663	-1.419782	0.03803799	1.14663
500	12589.66	12978.23	-388.5759	1.14663	-1.441372	0.03619331	1.14663
510	12598.43	12985.9	-387.4682	1.14663	-1.431903	0.03699112	1.14663
520	12632.2	13019.72	-387.5187	1.14663	-1.43929	0.03636718	1.14663
530	12630.56	13017.57	-387.0077	1.14663	-1.423985	0.03767166	1.14663
540	12599.69	12984.9	-385.2164	1.14663	-1.405305	0.03932738	1.14663
550	12598.31	12983.32	-385.0124	1.14663	-1.425078	0.03757695	1.14663
560	12571.2	12959.29	-388.0928	1.14663	-1.428785	0.03725762	1.14663
570	12531.68	12921.21	-389.5249	1.14663	-1.437611	0.03650807	1.14663
580	12491.4	12881.96	-390.5627	1.14663	-1.451434	0.03536441	1.14663
590	12557.86	12947.04	-389.1767	1.14663	-1.441325	0.03619724	1.14663
600	12609.35	12997.81	-388.4568	1.14663	-1.438187	0.03645967	1.14663
610	12597.1	12987.68	-390.5796	1.14663	-1.439119	0.03638156	1.14663
620	12591.84	12981.6	-389.7645	1.14663	-1.475004	0.03349622	1.14663
630	12560.58	12951.07	-390.4987	1.14663	-1.467891	0.03404939	1.14663
640	12610.33	12999.28	-388.9561	1.14663	-1.451635	0.03534801	1.14663
650	12595.81	12984.97	-389.1643	1.14663	-1.434809	0.03674436	1.14663
660	12572.78	12962.37	-389.586	1.14663	-1.433868	0.03682411	1.14663
670	12550.53	12940.47	-389.9451	1.14663	-1.461523	0.03455233	1.14663
680	12612.68	13004.05	-391.3618	1.14663	-1.449612	0.03551309	1.14663
690	12637.43	13030.46	-393.0283	1.14663	-1.464983	0.03427815	1.14663
700	12576.97	12970.17	-393.2039	1.14663	-1.465919	0.03420433	1.14663
710	12609.5	13001.27	-391.768	1.14663	-1.459015	0.03475245	1.14663
720	12598.15	12990.06	-391.9129	1.14663	-1.470277	0.0338628	1.14663
730	12569.32	12961.78	-392.4664	1.14663	-1.472324	0.0337036	1.14663
740	12561	12952.87	-391.8655	1.14663	-1.455465	0.03503768	1.14663
750	12570.66	12961.74	-391.0779	1.14663	-1.452061	0.03531339	1.14663
760	12640.38	13030.28	-389.8986	1.14663	-1.434479	0.03677235	1.14663
770	12637.26	13027.82	-390.5612	1.14663	-1.452722	0.03525967	1.14663
780	12682.24	13073.21	-390.9723	1.14663	-1.459681	0.03469916	1.14663
790	12651.05	13042	-390.9486	1.14663	-1.462343	0.03448711	1.14663
800	12648.99	13038.39	-389.3977	1.14663	-1.461776	0.03453215	1.14663
810	12573.39	12965.87	-392.4758	1.14663	-1.442644	0.03608746	1.14663
820	12565.27	12957.99	-392.7253	1.14663	-1.4643	0.03433207	1.14663
830	12512.86	12906.12	-393.2579	1.14663	-1.451937	0.03532341	1.14663
840	12516.27	12907.81	-391.5381	1.14663	-1.463126	0.03442499	1.14663
850	12573.47	12965.68	-392.21	1.14663	-1.45943	0.0347192	1.14663
860	12589.49	12981.51	-392.0206	1.14663	-1.460399	0.03464184	1.14663
870	12581.24	12973.18	-391.9335	1.14663	-1.455503	0.03503462	1.14663
880	12542.45	12936.02	-393.5759	1.14663	-1.476038	0.0334166	1.14663
890	12568.23	12960.96	-392.7356	1.14663	-1.468177	0.03402694	1.14663
900	12567.12	12960.61	-393.4967	1.14663	-1.453303	0.03521254	1.14663
910	12578.28	12972.56	-394.2821	1.14663	-1.465028	0.03427457	1.14663
920	12544.58	12938.92	-394.3467	1.14663	-1.465832	0.0342112	1.14663
930	12555.99	12948.93	-392.9343	1.14663	-1.454997	0.03507546	1.14663
940	12598.04	12990.43	-392.3884	1.14663	-1.482769	0.03290267	1.14663
950	12595.69	12988.11	-392.429	1.14663	-1.458102	0.03482558	1.14663
960	12563.13	12957.32	-394.1912	1.14663	-1.477392	0.03331254	1.14663
970	12505.74	12900.83	-395.0905	1.14663	-1.466694	0.0341433	1.14663
980	12505.43	12899.02	-393.5872	1.14663	-1.47679	0.03335877	1.14663
990	12542.64	12935.75	-393.1049	1.14663	-1.43851	0.0364326	1.14663
1000	12561.54	12953.59	-392.0497	1.14663	-1.436401	0.0366099	1.14663
