Iteration	Posterior	Likelihood	Prior	diversification	logSigma	sigma	speciation
0	8596.097	9014.227	-418.13	1.14663	-1.269746	0.05373464	1.14663
10	8237.655	8658.943	-421.2874	1.14663	-1.27394	0.05321821	1.14663
20	8005.795	8422.706	-416.9114	1.14663	-1.232538	0.05854131	1.14663
30	8207.711	8624.207	-416.4955	1.14663	-1.171008	0.06745163	1.14663
40	8246.288	8662.708	-416.4199	1.14663	-1.182599	0.06567512	1.14663
50	8285.912	8706	-420.0879	1.14663	-1.215093	0.06094067	1.14663
60	8118.106	8541.605	-423.4991	1.14663	-1.233248	0.05844557	1.14663
70	8031.978	8453.294	-421.3165	1.14663	-1.21798	0.06053688	1.14663
80	8029.256	8451.089	-421.8325	1.14663	-1.246038	0.0567495	1.14663
90	8429.284	8853.698	-424.4138	1.14663	-1.225303	0.05952464	1.14663
100	8315.428	8741.422	-425.9941	1.14663	-1.233976	0.05834772	1.14663
110	8244.033	8668.4	-424.3674	1.14663	-1.272298	0.05341983	1.14663
120	7987.895	8410.302	-422.4063	1.14663	-1.210247	0.06162446	1.14663
130	7937.622	8360.021	-422.3994	1.14663	-1.168645	0.06781951	1.14663
140	8265.748	8687.106	-421.3586	1.14663	-1.224908	0.05957879	1.14663
150	8306.041	8728.748	-422.7064	1.14663	-1.280686	0.05239787	1.14663
160	8254.194	8676.95	-422.7553	1.14663	-1.212891	0.06125034	1.14663
170	8250.725	8672.214	-421.4891	1.14663	-1.226979	0.0592954	1.14663
180	8326.502	8748.37	-421.8679	1.14663	-1.249093	0.05635167	1.14663
190	7911.573	8332.252	-420.6789	1.14663	-1.151388	0.07056865	1.14663
200	8166.382	8589.881	-423.4994	1.14663	-1.234866	0.05822833	1.14663
210	8007.417	8426.231	-418.8143	1.14663	-1.182653	0.06566701	1.14663
220	7630.04	8049.415	-419.3747	1.14663	-1.264431	0.05439622	1.14663
230	8029.345	8443.096	-413.7513	1.14663	-1.18788	0.06488141	1.14663
240	7812.966	8225.709	-412.7426	1.14663	-1.216123	0.06079624	1.14663
250	7949.743	8361.548	-411.8049	1.14663	-1.153995	0.07014631	1.14663
260	8110.343	8522.345	-412.0015	1.14663	-1.184976	0.06531671	1.14663
270	8209.671	8622.939	-413.2683	1.14663	-1.164219	0.06851434	1.14663
280	8159.233	8574.623	-415.3905	1.14663	-1.12931	0.07424887	1.14663
290	8500.642	8914.507	-413.8645	1.14663	-1.205852	0.06225125	1.14663
300	8325.202	8741.516	-416.3146	1.14663	-1.204406	0.06245884	1.14663
310	8203.015	8615.466	-412.4517	1.14663	-1.170255	0.06756863	1.14663
320	8454.353	8874.013	-419.6598	1.14663	-1.259288	0.05504424	1.14663
330	8570.474	8993.902	-423.4277	1.14663	-1.279856	0.0524982	1.14663
340	8329.557	8752.403	-422.8457	1.14663	-1.255625	0.05551043	1.14663
350	8219.358	8644.192	-424.8339	1.14663	-1.279632	0.05252526	1.14663
360	8535.757	8962.802	-427.0444	1.14663	-1.300977	0.05000612	1.14663
370	8426.694	8846.692	-419.998	1.14663	-1.192563	0.06418555	1.14663
380	8329.003	8749.126	-420.1231	1.14663	-1.214303	0.06105164	1.14663
390	8245.3	8667.429	-422.129	1.14663	-1.233864	0.05836272	1.14663
400	8294.204	8718.287	-424.0823	1.14663	-1.248391	0.05644282	1.14663
410	8290.808	8719.584	-428.7762	1.14663	-1.228553	0.05908087	1.14663
420	8232.994	8658.088	-425.0934	1.14663	-1.205864	0.06224946	1.14663
430	8166.825	8588.899	-422.0739	1.14663	-1.223339	0.05979443	1.14663
440	8239.289	8660.016	-420.7278	1.14663	-1.184523	0.06538484	1.14663
450	8305.049	8724.649	-419.5993	1.14663	-1.201109	0.06293485	1.14663
460	8224.09	8642.064	-417.9747	1.14663	-1.20585	0.06225155	1.14663
470	8057.168	8473.851	-416.6827	1.14663	-1.18942	0.0646517	1.14663
480	8078.313	8494.926	-416.6137	1.14663	-1.182696	0.06566053	1.14663
490	8041.128	8460.406	-419.2778	1.14663	-1.159972	0.06918755	1.14663
500	8131.663	8550.867	-419.204	1.14663	-1.188175	0.06483735	1.14663
510	7992.203	8406.716	-414.5125	1.14663	-1.167135	0.06805576	1.14663
520	7994.273	8409.219	-414.9451	1.14663	-1.232868	0.05849672	1.14663
530	7770.446	8188.987	-418.5404	1.14663	-1.199861	0.06311589	1.14663
540	7990.65	8404.154	-413.5041	1.14663	-1.104581	0.07859934	1.14663
550	8070.558	8486.766	-416.2077	1.14663	-1.211887	0.0613922	1.14663
560	8082.845	8499.036	-416.1914	1.14663	-1.225668	0.05947469	1.14663
570	8128.424	8541.956	-413.5322	1.14663	-1.236498	0.05800991	1.14663
580	8040.953	8453.01	-412.0565	1.14663	-1.178178	0.06634708	1.14663
590	8150.878	8565.769	-414.8912	1.14663	-1.194148	0.06395165	1.14663
600	8296.265	8713.591	-417.3267	1.14663	-1.205279	0.06233339	1.14663
610	8266.95	8685.584	-418.634	1.14663	-1.163643	0.06860516	1.14663
620	7864.402	8281.835	-417.4333	1.14663	-1.147995	0.07112218	1.14663
630	8305.833	8725.986	-420.1533	1.14663	-1.245165	0.05686363	1.14663
640	8271.766	8694.254	-422.4881	1.14663	-1.240709	0.0574501	1.14663
