Iteration	Posterior	Likelihood	Prior	diversification	logSigma	sigma	speciation
0	11316.95	11724.21	-407.259	1.14663	-1.432332	0.03695454	1.14663
10	11284.59	11693.85	-409.2644	1.14663	-1.454089	0.03514886	1.14663
20	11211.44	11623.95	-412.5179	1.14663	-1.460422	0.03464001	1.14663
30	11216.49	11628.75	-412.2529	1.14663	-1.484117	0.03280066	1.14663
40	11309.82	11719.88	-410.0595	1.14663	-1.442311	0.03611511	1.14663
50	11228.57	11639.05	-410.4838	1.14663	-1.430254	0.03713177	1.14663
60	11248.45	11658.11	-409.6621	1.14663	-1.462161	0.03450156	1.14663
70	11166.94	11576.25	-409.3079	1.14663	-1.409774	0.03892478	1.14663
80	11185.01	11593.45	-408.4329	1.14663	-1.411331	0.03878544	1.14663
90	11132.65	11543.36	-410.7119	1.14663	-1.434661	0.03675691	1.14663
100	11174.23	11587.49	-413.266	1.14663	-1.457889	0.03484263	1.14663
110	11209.23	11620.19	-410.9555	1.14663	-1.441582	0.03617581	1.14663
120	11248.1	11658.73	-410.6293	1.14663	-1.426273	0.03747377	1.14663
130	11205.36	11618.75	-413.396	1.14663	-1.431457	0.0370291	1.14663
140	11170.26	11579.31	-409.0434	1.14663	-1.426141	0.03748509	1.14663
150	11215.95	11623.38	-407.4294	1.14663	-1.409104	0.03898483	1.14663
160	11157.89	11568.21	-410.3199	1.14663	-1.422156	0.03783065	1.14663
170	11253.53	11660.87	-407.3337	1.14663	-1.424668	0.03761251	1.14663
180	11166.2	11572.53	-406.3291	1.14663	-1.441364	0.03619393	1.14663
190	11270.25	11676.76	-406.5058	1.14663	-1.448356	0.03561589	1.14663
200	11351.96	11759.61	-407.6462	1.14663	-1.43919	0.03637557	1.14663
210	11323.25	11731.12	-407.8616	1.14663	-1.442973	0.03606007	1.14663
220	11361.17	11768.33	-407.164	1.14663	-1.445022	0.03589039	1.14663
230	11341.32	11747.59	-406.2788	1.14663	-1.446006	0.03580911	1.14663
240	11384.65	11787.53	-402.8712	1.14663	-1.429295	0.03721388	1.14663
250	11387.44	11792.71	-405.2655	1.14663	-1.426278	0.03747335	1.14663
260	11328.52	11732.09	-403.5679	1.14663	-1.406774	0.03919454	1.14663
270	11322.24	11724.21	-401.9674	1.14663	-1.440544	0.03626234	1.14663
280	11317.83	11722.85	-405.0212	1.14663	-1.434854	0.03674056	1.14663
290	11319.39	11722.55	-403.1538	1.14663	-1.437433	0.03652306	1.14663
300	11359.06	11760.73	-401.6702	1.14663	-1.427397	0.03737684	1.14663
310	11170.01	11573.23	-403.2226	1.14663	-1.412607	0.03867166	1.14663
320	11157.4	11560.71	-403.3068	1.14663	-1.391134	0.04063178	1.14663
330	11201.77	11603.11	-401.3426	1.14663	-1.387519	0.04097139	1.14663
340	11276.8	11680.91	-404.1086	1.14663	-1.441488	0.03618361	1.14663
350	11198.46	11604.35	-405.8907	1.14663	-1.428477	0.03728406	1.14663
360	11262.08	11666.65	-404.5697	1.14663	-1.420838	0.03794568	1.14663
370	11236.06	11639.22	-403.1616	1.14663	-1.416566	0.03832077	1.14663
380	11175.61	11578.37	-402.7641	1.14663	-1.436987	0.03656061	1.14663
390	11247.46	11649.74	-402.278	1.14663	-1.436415	0.03660872	1.14663
400	11241.44	11642.26	-400.8195	1.14663	-1.392648	0.04049042	1.14663
410	11154.73	11556.56	-401.8273	1.14663	-1.417128	0.03827121	1.14663
420	11251.57	11649.7	-398.1378	1.14663	-1.382588	0.04143928	1.14663
430	11241.26	11641.6	-400.3406	1.14663	-1.408147	0.03907088	1.14663
440	11226.61	11628.87	-402.2657	1.14663	-1.41523	0.03843882	1.14663
450	11201.18	11605.13	-403.9494	1.14663	-1.424058	0.03766531	1.14663
460	11221.62	11626.81	-405.1931	1.14663	-1.4243	0.03764436	1.14663
470	11247.95	11653.26	-405.3084	1.14663	-1.447162	0.035714	1.14663
480	11309.59	11712.21	-402.6166	1.14663	-1.431022	0.03706623	1.14663
490	11321.35	11726.55	-405.1987	1.14663	-1.446953	0.03573119	1.14663
500	11346.8	11752.46	-405.663	1.14663	-1.452686	0.03526256	1.14663
510	11431.28	11836.1	-404.8215	1.14663	-1.423675	0.03769862	1.14663
520	11364.68	11768.52	-403.8396	1.14663	-1.417033	0.03827959	1.14663
530	11452.53	11856.68	-404.1558	1.14663	-1.454666	0.03510219	1.14663
540	11400.34	11805.45	-405.1053	1.14663	-1.451216	0.03538214	1.14663
550	11382.5	11788.6	-406.1003	1.14663	-1.443507	0.03601583	1.14663
560	11383.19	11788.83	-405.6391	1.14663	-1.419052	0.03810205	1.14663
570	11437.05	11841.26	-404.2051	1.14663	-1.432009	0.03698206	1.14663
580	11478.98	11882.94	-403.9668	1.14663	-1.432476	0.03694231	1.14663
590	11414.98	11820.52	-405.5418	1.14663	-1.458588	0.03478663	1.14663
600	11210.94	11619.97	-409.0325	1.14663	-1.45432	0.03513016	1.14663
610	11298.87	11711.44	-412.5776	1.14663	-1.468669	0.03398843	1.14663
620	11314.17	11723.96	-409.7888	1.14663	-1.453878	0.03516592	1.14663
630	11274.58	11684.19	-409.6147	1.14663	-1.432977	0.03689969	1.14663
640	11277.48	11683.79	-406.308	1.14663	-1.414952	0.03846341	1.14663
650	11319.94	11725.06	-405.1206	1.14663	-1.423564	0.03770822	1.14663
660	11382.57	11789.28	-406.7052	1.14663	-1.396125	0.0401675	1.14663
670	11343.33	11751.14	-407.8036	1.14663	-1.467024	0.03411737	1.14663
680	11371.55	11781.28	-409.7269	1.14663	-1.460822	0.03460809	1.14663
690	11328.85	11738.2	-409.3462	1.14663	-1.413383	0.03860266	1.14663
700	11379.46	11786.11	-406.6513	1.14663	-1.443693	0.03600039	1.14663
710	11222.07	11629.54	-407.4739	1.14663	-1.41477	0.03847957	1.14663
720	11311.41	11720.33	-408.9194	1.14663	-1.444089	0.03596757	1.14663
730	11182.45	11595.01	-412.5626	1.14663	-1.444335	0.03594716	1.14663
740	11100.98	11516.6	-415.6243	1.14663	-1.425553	0.0375359	1.14663
750	11084.74	11498.73	-413.9892	1.14663	-1.460049	0.03466978	1.14663
760	11083.59	11498.13	-414.5336	1.14663	-1.424349	0.03764009	1.14663
770	11183.12	11598.04	-414.916	1.14663	-1.463098	0.03442723	1.14663
780	11234.89	11646.54	-411.641	1.14663	-1.448096	0.03563722	1.14663
790	11264.46	11674.67	-410.2132	1.14663	-1.476112	0.03341088	1.14663
800	11264.8	11674.31	-409.5102	1.14663	-1.465419	0.03424369	1.14663
810	11253.59	11662.44	-408.845	1.14663	-1.435005	0.03672783	1.14663
820	11218.7	11625.01	-406.3073	1.14663	-1.415384	0.03842523	1.14663
830	11190.95	11599.12	-408.1699	1.14663	-1.432591	0.03693255	1.14663
840	11223.26	11629.86	-406.6062	1.14663	-1.460581	0.03462733	1.14663
850	11236.35	11647.22	-410.8653	1.14663	-1.445547	0.03584698	1.14663
860	11207.66	11618.49	-410.8324	1.14663	-1.441853	0.03615324	1.14663
870	11236.16	11644.57	-408.4102	1.14663	-1.451523	0.03535715	1.14663
880	11207.13	11617.93	-410.804	1.14663	-1.445016	0.03589088	1.14663
890	11278.54	11688.9	-410.3632	1.14663	-1.442263	0.03611909	1.14663
900	11300.06	11709.23	-409.1657	1.14663	-1.450853	0.03541172	1.14663
910	11241.1	11650.22	-409.1223	1.14663	-1.419992	0.03801967	1.14663
920	11305.17	11713.89	-408.7145	1.14663	-1.428981	0.0372408	1.14663
930	11307.05	11715.47	-408.4188	1.14663	-1.469801	0.03389996	1.14663
940	11385.02	11791.65	-406.6218	1.14663	-1.45875	0.03477365	1.14663
950	11383.14	11787.67	-404.5294	1.14663	-1.421222	0.03791207	1.14663
960	11283.12	11689.05	-405.9269	1.14663	-1.423928	0.03767661	1.14663
970	11225.07	11630.14	-405.0781	1.14663	-1.428688	0.03726589	1.14663
980	11260.85	11664.67	-403.8195	1.14663	-1.393894	0.04037441	1.14663
990	11159.19	11564.69	-405.5037	1.14663	-1.424023	0.03766835	1.14663
1000	11195.59	11599.13	-403.5401	1.14663	-1.421064	0.03792588	1.14663
