Iteration	Posterior	Likelihood	Prior	sigma
0	12844.11	13228.62	-384.506	0.03808831
100	12803.05	13190.95	-387.8964	0.03466653
200	12886.69	13269.47	-382.7835	0.03860119
300	12935.09	13318.28	-383.1956	0.03704658
400	12944.28	13327.99	-383.709	0.03668263
500	12869.33	13252.62	-383.2939	0.03713703
600	12806.11	13192.13	-386.0121	0.03549158
700	12863.46	13246.18	-382.7195	0.03848605
800	12911.7	13296.44	-384.7353	0.03533843
900	12915.45	13301.5	-386.0431	0.03605976
1000	12938.97	13323.24	-384.2735	0.03789501
