Iteration	Posterior	Likelihood	Prior	sigma
0	8570.355	8989.85	-419.4946	0.06198465
100	8604.784	9025.924	-421.14	0.05534159
200	8527.891	8943.717	-415.826	0.05582401
300	8388.873	8809.727	-420.8537	0.06532047
400	8601.655	9021.295	-419.6406	0.05093083
500	8777.924	9199.375	-421.451	0.05541245
600	8403.64	8820.817	-417.177	0.06327961
700	8914.849	9325.87	-411.021	0.05559946
800	8778.905	9191.136	-412.2303	0.06266449
900	8329.836	8746.445	-416.6085	0.05896476
1000	8532.06	8951.897	-419.8373	0.05685833
