Iteration	Posterior	Likelihood	Prior	diversification	logSigma	sigma	speciation
0	12973.28	13357.19	-383.9104	1.14663	-1.433857	0.036825	1.14663
10	12981.19	13364.97	-383.7735	1.14663	-1.439617	0.03633981	1.14663
20	12993.64	13377.28	-383.6376	1.14663	-1.445122	0.03588209	1.14663
30	12977.04	13361.17	-384.1308	1.14663	-1.423121	0.03774674	1.14663
40	12961.24	13346.02	-384.7786	1.14663	-1.436568	0.03659584	1.14663
50	12969.9	13355.51	-385.6139	1.14663	-1.429823	0.0371687	1.14663
60	12984.5	13368.18	-383.6845	1.14663	-1.424151	0.03765729	1.14663
70	12994.39	13377.36	-382.9752	1.14663	-1.417971	0.03819696	1.14663
80	13022.22	13403.82	-381.6018	1.14663	-1.416736	0.03830579	1.14663
90	13017.1	13398.98	-381.8828	1.14663	-1.428744	0.0372611	1.14663
100	13000.35	13382.18	-381.8222	1.14663	-1.428414	0.03728941	1.14663
110	12998.33	13380.41	-382.0832	1.14663	-1.417251	0.03826031	1.14663
120	12951.06	13332.91	-381.8483	1.14663	-1.445057	0.03588748	1.14663
130	12960.09	13342.43	-382.3412	1.14663	-1.417123	0.03827166	1.14663
140	12959.7	13340.79	-381.0937	1.14663	-1.424949	0.03758817	1.14663
150	12981.98	13362.74	-380.7606	1.14663	-1.419195	0.0380895	1.14663
160	12990.01	13370.63	-380.6236	1.14663	-1.404482	0.03940201	1.14663
170	12982.65	13362.69	-380.0339	1.14663	-1.406433	0.03922533	1.14663
180	12949.1	13330.77	-381.6736	1.14663	-1.421709	0.03786963	1.14663
190	12948.59	13331.71	-383.1194	1.14663	-1.438861	0.03640313	1.14663
200	12997.42	13380.35	-382.9293	1.14663	-1.414082	0.03854053	1.14663
210	12996.44	13378.91	-382.4709	1.14663	-1.421593	0.03787978	1.14663
220	12982.31	13364.1	-381.7923	1.14663	-1.423625	0.03770292	1.14663
230	13003.01	13384.6	-381.5892	1.14663	-1.433545	0.03685151	1.14663
240	13037.94	13418.27	-380.3396	1.14663	-1.412537	0.03867787	1.14663
250	13021.07	13403.19	-382.1179	1.14663	-1.427768	0.037345	1.14663
260	12997.12	13378.65	-381.5322	1.14663	-1.416157	0.03835688	1.14663
270	13002.86	13384.23	-381.3721	1.14663	-1.420925	0.03793801	1.14663
280	13010.41	13392.38	-381.968	1.14663	-1.418498	0.03815068	1.14663
290	13000.48	13382.96	-382.479	1.14663	-1.423252	0.03773527	1.14663
300	12989.35	13373.08	-383.7339	1.14663	-1.457276	0.03489185	1.14663
310	12984.24	13368.03	-383.7847	1.14663	-1.446033	0.03580691	1.14663
320	12935.24	13319.18	-383.9362	1.14663	-1.430736	0.0370906	1.14663
330	12914.34	13299.01	-384.6776	1.14663	-1.444413	0.0359407	1.14663
340	12976.18	13360.25	-384.0623	1.14663	-1.439972	0.03631016	1.14663
350	12982.68	13367.76	-385.0786	1.14663	-1.447561	0.03568116	1.14663
360	13001.86	13384.8	-382.9421	1.14663	-1.4466	0.03576022	1.14663
370	12999.97	13383.05	-383.0794	1.14663	-1.430257	0.03713156	1.14663
380	12983.61	13366.09	-382.4806	1.14663	-1.437595	0.03650945	1.14663
390	12984.21	13366.61	-382.3992	1.14663	-1.420653	0.03796183	1.14663
400	13002.76	13385.65	-382.8934	1.14663	-1.439795	0.03632491	1.14663
410	13011.94	13394.54	-382.6085	1.14663	-1.416973	0.03828487	1.14663
420	12991.5	13375.73	-384.2336	1.14663	-1.457168	0.03490057	1.14663
430	12987.27	13371.17	-383.8979	1.14663	-1.431907	0.03699077	1.14663
440	12932.87	13317.84	-384.9618	1.14663	-1.443747	0.03599592	1.14663
450	12927.08	13310.8	-383.7263	1.14663	-1.429161	0.03722535	1.14663
460	12912.86	13297.32	-384.4587	1.14663	-1.428501	0.03728195	1.14663
470	12919.43	13303.88	-384.4533	1.14663	-1.429704	0.03717883	1.14663
480	12969.36	13352.08	-382.7136	1.14663	-1.428252	0.03730337	1.14663
490	12962.6	13345.61	-383.0149	1.14663	-1.426127	0.03748634	1.14663
500	12979.34	13363.11	-383.7654	1.14663	-1.44199	0.03614182	1.14663
510	12955.88	13339.92	-384.0382	1.14663	-1.436003	0.03664347	1.14663
520	12980.57	13365.64	-385.0635	1.14663	-1.451491	0.03535975	1.14663
530	12998.56	13383.16	-384.6024	1.14663	-1.45269	0.03526221	1.14663
540	12930.03	13314.75	-384.7188	1.14663	-1.460927	0.03459977	1.14663
550	12926.04	13310.47	-384.4296	1.14663	-1.442312	0.03611506	1.14663
560	12923.23	13308.09	-384.8637	1.14663	-1.438053	0.03647098	1.14663
570	12896.5	13281.7	-385.1946	1.14663	-1.448175	0.03563077	1.14663
580	12884.18	13269.43	-385.2522	1.14663	-1.452058	0.03531361	1.14663
590	12938.88	13322.14	-383.2562	1.14663	-1.450242	0.0354616	1.14663
600	12973.41	13356.32	-382.9129	1.14663	-1.442969	0.03606041	1.14663
610	12975.3	13357.86	-382.5547	1.14663	-1.441755	0.03616135	1.14663
620	12942.45	13325.05	-382.603	1.14663	-1.421464	0.03789099	1.14663
630	12987.16	13369.77	-382.6106	1.14663	-1.440735	0.03624638	1.14663
640	12974.93	13357.45	-382.5173	1.14663	-1.42577	0.03751719	1.14663
650	12968.41	13350.88	-382.4716	1.14663	-1.437459	0.03652083	1.14663
660	12981.54	13363.99	-382.459	1.14663	-1.425145	0.03757122	1.14663
670	12971.76	13355.68	-383.9153	1.14663	-1.436535	0.03659868	1.14663
680	13022.29	13406.02	-383.7267	1.14663	-1.453289	0.03521368	1.14663
690	12987.98	13373.39	-385.4174	1.14663	-1.445622	0.03584084	1.14663
700	12993.3	13378.81	-385.5104	1.14663	-1.451726	0.03534062	1.14663
710	12992.32	13378.02	-385.7009	1.14663	-1.457249	0.03489405	1.14663
720	13025.01	13410.54	-385.536	1.14663	-1.451555	0.0353545	1.14663
730	13004.4	13390.47	-386.0691	1.14663	-1.472737	0.03367151	1.14663
740	13014.86	13399.54	-384.6768	1.14663	-1.450227	0.03546281	1.14663
750	13007.9	13392.94	-385.044	1.14663	-1.448002	0.03564492	1.14663
760	12997.28	13382.47	-385.1901	1.14663	-1.436678	0.03658661	1.14663
770	12998.97	13383.54	-384.5683	1.14663	-1.445461	0.03585414	1.14663
780	13019.06	13404	-384.9425	1.14663	-1.441779	0.03615937	1.14663
790	12995.08	13380.56	-385.4793	1.14663	-1.467305	0.03409537	1.14663
800	13008.02	13392.07	-384.0429	1.14663	-1.447348	0.03569868	1.14663
810	12971.9	13357.33	-385.4249	1.14663	-1.441196	0.03620794	1.14663
820	13013.92	13396.92	-382.9989	1.14663	-1.441835	0.03615468	1.14663
830	13007.61	13390.33	-382.7162	1.14663	-1.416923	0.03828926	1.14663
840	13029.98	13411.78	-381.8047	1.14663	-1.427994	0.03732556	1.14663
850	13021.41	13403.45	-382.0467	1.14663	-1.42202	0.03784255	1.14663
860	13047.46	13429.11	-381.6548	1.14663	-1.424916	0.03759101	1.14663
870	13004.67	13386.46	-381.7886	1.14663	-1.418364	0.03816243	1.14663
880	12982.42	13364.94	-382.519	1.14663	-1.433026	0.03689552	1.14663
890	13004.06	13386.57	-382.5153	1.14663	-1.43017	0.03713896	1.14663
900	13010.57	13392.11	-381.5347	1.14663	-1.415723	0.03839518	1.14663
910	13032.92	13414.69	-381.7664	1.14663	-1.414189	0.0385311	1.14663
920	13023.59	13406.3	-382.7129	1.14663	-1.431917	0.03698993	1.14663
930	13021.26	13405.13	-383.8717	1.14663	-1.437189	0.03654361	1.14663
940	13038.43	13421.75	-383.3185	1.14663	-1.444728	0.03591466	1.14663
950	13042.16	13425.42	-383.2593	1.14663	-1.43375	0.03683406	1.14663
960	12994.13	13377.96	-383.8349	1.14663	-1.418272	0.03817053	1.14663
970	12988.2	13372.18	-383.9869	1.14663	-1.432025	0.03698067	1.14663
980	12984.65	13369.16	-384.5092	1.14663	-1.439953	0.03631173	1.14663
990	12983.04	13367.53	-384.4845	1.14663	-1.445845	0.03582244	1.14663
1000	12990.17	13374.36	-384.1893	1.14663	-1.440751	0.03624505	1.14663
