Iteration	Posterior	Likelihood	Prior	diversification	logSigma	sigma	speciation
0	13372.03	13744.91	-372.874	1.14663	-1.360929	0.04355826	1.14663
10	13364.67	13737.47	-372.7994	1.14663	-1.355476	0.04410865	1.14663
20	13362.66	13735.34	-372.6817	1.14663	-1.366852	0.04296833	1.14663
30	13361.16	13734.09	-372.9234	1.14663	-1.360328	0.04361867	1.14663
40	13351.04	13723.45	-372.4057	1.14663	-1.350806	0.04458558	1.14663
50	13353.96	13726.69	-372.7283	1.14663	-1.353991	0.04425972	1.14663
60	13364.31	13736.9	-372.5985	1.14663	-1.347467	0.04492962	1.14663
70	13365.37	13739.19	-373.8219	1.14663	-1.357626	0.04389089	1.14663
80	13374.52	13747.9	-373.3793	1.14663	-1.354956	0.04416157	1.14663
90	13367.96	13741.65	-373.6838	1.14663	-1.360844	0.04356683	1.14663
100	13367.14	13740.83	-373.691	1.14663	-1.367318	0.04292217	1.14663
110	13370.62	13744.28	-373.6591	1.14663	-1.358642	0.04378827	1.14663
120	13378.73	13752.39	-373.6582	1.14663	-1.35393	0.04426602	1.14663
130	13362.38	13736.19	-373.8132	1.14663	-1.364207	0.0432308	1.14663
140	13354.81	13728.63	-373.8266	1.14663	-1.359623	0.04368953	1.14663
150	13361.66	13734.83	-373.1651	1.14663	-1.351151	0.04455012	1.14663
160	13372.09	13744.72	-372.6327	1.14663	-1.348078	0.04486651	1.14663
170	13367.75	13740.35	-372.598	1.14663	-1.35086	0.04458004	1.14663
180	13372.49	13745.1	-372.6103	1.14663	-1.34446	0.04524177	1.14663
190	13371.02	13743.33	-372.3044	1.14663	-1.343658	0.04532545	1.14663
200	13375.15	13747.17	-372.0248	1.14663	-1.338255	0.04589286	1.14663
210	13374.59	13747.16	-372.577	1.14663	-1.341819	0.04551778	1.14663
220	13377.55	13750.24	-372.6928	1.14663	-1.356174	0.0440378	1.14663
230	13381.63	13753.64	-372.0065	1.14663	-1.336345	0.04609512	1.14663
240	13381.36	13753.79	-372.4308	1.14663	-1.338342	0.0458837	1.14663
250	13373.22	13745.79	-372.5691	1.14663	-1.336918	0.04603434	1.14663
260	13378.16	13750.45	-372.282	1.14663	-1.331883	0.04657116	1.14663
270	13376.63	13749.07	-372.437	1.14663	-1.34638	0.04504227	1.14663
280	13372.25	13744.77	-372.5133	1.14663	-1.345215	0.04516327	1.14663
290	13375.72	13747.86	-372.1319	1.14663	-1.331534	0.04660861	1.14663
300	13368.33	13740.81	-372.4849	1.14663	-1.340273	0.04568009	1.14663
310	13356.79	13729.58	-372.7938	1.14663	-1.339446	0.04576717	1.14663
320	13359.63	13732.43	-372.8008	1.14663	-1.353601	0.04429952	1.14663
330	13372.8	13745.02	-372.2193	1.14663	-1.340375	0.04566936	1.14663
340	13364.61	13737.34	-372.7255	1.14663	-1.33852	0.0458649	1.14663
350	13371.57	13744.33	-372.761	1.14663	-1.349589	0.04471063	1.14663
360	13362.75	13735.84	-373.089	1.14663	-1.359745	0.04367725	1.14663
370	13366.15	13739.07	-372.9255	1.14663	-1.343608	0.04533066	1.14663
380	13370.82	13743.72	-372.8995	1.14663	-1.361882	0.04346286	1.14663
390	13359.1	13732.64	-373.5452	1.14663	-1.364482	0.04320341	1.14663
400	13346.14	13719.45	-373.315	1.14663	-1.357061	0.04394802	1.14663
410	13348.66	13722.08	-373.4164	1.14663	-1.359128	0.04373928	1.14663
420	13341.63	13715.36	-373.734	1.14663	-1.363387	0.04331245	1.14663
430	13356.98	13729.64	-372.6644	1.14663	-1.353744	0.04428494	1.14663
440	13354.92	13728.02	-373.0928	1.14663	-1.350806	0.0445855	1.14663
450	13358.85	13731.06	-372.2173	1.14663	-1.337349	0.04598867	1.14663
460	13353.69	13726.29	-372.6018	1.14663	-1.3511	0.04455538	1.14663
470	13360.1	13732.26	-372.1664	1.14663	-1.347901	0.04488477	1.14663
480	13358.85	13731.08	-372.2294	1.14663	-1.353473	0.04431253	1.14663
490	13370.19	13742.33	-372.135	1.14663	-1.343773	0.04531346	1.14663
500	13374.06	13746.07	-372.0175	1.14663	-1.341871	0.04551231	1.14663
510	13367.5	13739.54	-372.047	1.14663	-1.351064	0.04455907	1.14663
520	13363	13734.97	-371.9696	1.14663	-1.3412	0.04558266	1.14663
530	13370.88	13742.89	-372.017	1.14663	-1.344223	0.04526655	1.14663
540	13368.11	13740.09	-371.9738	1.14663	-1.329218	0.04685786	1.14663
550	13382.64	13754.51	-371.868	1.14663	-1.329292	0.04684979	1.14663
560	13369.66	13742.23	-372.5726	1.14663	-1.342464	0.04545023	1.14663
570	13364.9	13737.69	-372.7845	1.14663	-1.336821	0.04604462	1.14663
580	13357.34	13730.16	-372.8224	1.14663	-1.335032	0.04623467	1.14663
590	13353.62	13726.01	-372.3967	1.14663	-1.339796	0.04573027	1.14663
600	13357.34	13729.75	-372.4143	1.14663	-1.34609	0.04507232	1.14663
610	13366.54	13739.26	-372.7205	1.14663	-1.345425	0.04514137	1.14663
620	13363.06	13735.79	-372.7386	1.14663	-1.343755	0.04531531	1.14663
630	13373.03	13745.83	-372.8005	1.14663	-1.343746	0.04531624	1.14663
640	13379.48	13751.93	-372.445	1.14663	-1.341256	0.04557684	1.14663
650	13378.81	13750.87	-372.0531	1.14663	-1.343206	0.04537259	1.14663
660	13375.3	13747.24	-371.9412	1.14663	-1.345075	0.0451778	1.14663
670	13377.54	13749.36	-371.8211	1.14663	-1.339806	0.04572922	1.14663
680	13377.62	13749.07	-371.4491	1.14663	-1.337942	0.04592591	1.14663
690	13387.55	13758.97	-371.4211	1.14663	-1.330026	0.04677067	1.14663
700	13379.95	13751.68	-371.7276	1.14663	-1.340249	0.04568257	1.14663
710	13379.63	13751.41	-371.781	1.14663	-1.344962	0.0451895	1.14663
