state	power	likelihood
260	0.253553	16280.9
270	0.253553	16287
280	0.253553	16258.3
290	0.253553	16280.4
300	0.253553	16225.3
310	0.253553	16205.2
320	0.253553	16178.8
330	0.253553	16207.2
340	0.253553	16186.4
350	0.253553	16157.6
360	0.253553	16142.1
370	0.253553	16161.9
380	0.253553	16143.1
390	0.253553	16153.7
400	0.253553	16121
410	0.253553	16136.2
420	0.253553	16150.5
430	0.253553	16183
440	0.253553	16162.6
450	0.253553	16179.2
460	0.253553	16138.1
470	0.253553	16082
480	0.253553	16110.2
490	0.253553	16111.5
500	0.253553	16147
510	0.253553	16176.8
520	0.253553	16187.6
530	0.253553	16248.8
540	0.253553	16210
550	0.253553	16184.8
560	0.253553	16125.4
570	0.253553	16126.1
580	0.253553	16135.2
590	0.253553	16142.7
600	0.253553	16107
610	0.253553	16102.4
620	0.253553	16091.2
630	0.253553	16130.1
640	0.253553	16108.2
650	0.253553	16127.7
660	0.253553	16096.6
670	0.253553	16112.5
680	0.253553	16110.1
690	0.253553	16163.2
700	0.253553	16106.6
710	0.253553	16149.3
720	0.253553	16184.6
730	0.253553	16163.5
740	0.253553	16153
750	0.253553	16184.7
760	0.253553	16198.6
770	0.253553	16228.8
780	0.253553	16202.3
790	0.253553	16196.6
800	0.253553	16189
810	0.253553	16208.8
820	0.253553	16160.8
830	0.253553	16189.3
840	0.253553	16214.6
850	0.253553	16214.9
860	0.253553	16213.7
870	0.253553	16194.8
880	0.253553	16186.9
890	0.253553	16189.9
900	0.253553	16184.9
910	0.253553	16211.5
920	0.253553	16205.1
930	0.253553	16180.1
940	0.253553	16124.8
950	0.253553	16153.6
960	0.253553	16127.7
970	0.253553	16144.5
980	0.253553	16180.3
990	0.253553	16154.6
1000	0.253553	16177.5
