state	power	likelihood
260	0.125233	12073.5
270	0.125233	12063.3
280	0.125233	12040.6
290	0.125233	12069.1
300	0.125233	12072
310	0.125233	12079.9
320	0.125233	12104.1
330	0.125233	12106.9
340	0.125233	12080.8
350	0.125233	12087.3
360	0.125233	12055.9
370	0.125233	12129.3
380	0.125233	12128.5
390	0.125233	12197.7
400	0.125233	12274.5
410	0.125233	12224.7
420	0.125233	12267.7
430	0.125233	12216.6
440	0.125233	12295.7
450	0.125233	12280.2
460	0.125233	12195.4
470	0.125233	12020.3
480	0.125233	12157
490	0.125233	12131.5
500	0.125233	12165.7
510	0.125233	12033.7
520	0.125233	12073.5
530	0.125233	12037.2
540	0.125233	12039.1
550	0.125233	12083.7
560	0.125233	12004.9
570	0.125233	12066.2
580	0.125233	12016.2
590	0.125233	12072.7
600	0.125233	12038.6
610	0.125233	11970
620	0.125233	11972.7
630	0.125233	11908.3
640	0.125233	11901
650	0.125233	12019.6
660	0.125233	11952.9
670	0.125233	11987.3
680	0.125233	12019
690	0.125233	12011.8
700	0.125233	12027.1
710	0.125233	11991.8
720	0.125233	12005.2
730	0.125233	11926.7
740	0.125233	11908.9
750	0.125233	11939.1
760	0.125233	11934.6
770	0.125233	12030.8
780	0.125233	12034.6
790	0.125233	11990.1
800	0.125233	11992.3
810	0.125233	12065.5
820	0.125233	11993.7
830	0.125233	11970.4
840	0.125233	11975.3
850	0.125233	12046.1
860	0.125233	12086.7
870	0.125233	12102.8
880	0.125233	12125
890	0.125233	12077.8
900	0.125233	12070.9
910	0.125233	12068.2
920	0.125233	12027
930	0.125233	12033.7
940	0.125233	11993.5
950	0.125233	12102.7
960	0.125233	12049.2
970	0.125233	12037
980	0.125233	12132.1
990	0.125233	12031.4
1000	0.125233	12012.3
