Iteration	Posterior	Likelihood	Prior	diversification	logSigma	sigma	speciation
0	11371.97	11779.6	-407.622	1.14663	-1.427835	0.03733922	1.14663
10	11416.72	11822.38	-405.6597	1.14663	-1.427602	0.0373592	1.14663
20	11446.49	11853.99	-407.4965	1.14663	-1.437101	0.03655095	1.14663
30	11445.28	11852.53	-407.2463	1.14663	-1.438058	0.03647056	1.14663
40	11451.93	11861.87	-409.9381	1.14663	-1.471598	0.03375997	1.14663
50	11478.76	11888.15	-409.3908	1.14663	-1.470604	0.03383734	1.14663
60	11471.74	11881.23	-409.4903	1.14663	-1.468266	0.03402001	1.14663
70	11435.83	11843.42	-407.5934	1.14663	-1.439901	0.03631606	1.14663
80	11495.02	11900.88	-405.8664	1.14663	-1.450239	0.03546185	1.14663
90	11524.89	11933.2	-408.3106	1.14663	-1.458417	0.03480033	1.14663
100	11690.1	12095.25	-405.1477	1.14663	-1.449149	0.03555091	1.14663
110	11678.25	12083.28	-405.0235	1.14663	-1.493436	0.03210438	1.14663
120	11642.28	12046.36	-404.0876	1.14663	-1.457929	0.03483939	1.14663
130	11632.33	12036.78	-404.455	1.14663	-1.477041	0.03333947	1.14663
140	11674.28	12079.52	-405.2435	1.14663	-1.478406	0.03323489	1.14663
150	11694.5	12100.72	-406.2245	1.14663	-1.466554	0.03415433	1.14663
160	11674.62	12081.1	-406.4744	1.14663	-1.437492	0.03651811	1.14663
170	11610.98	12020.63	-409.6552	1.14663	-1.475929	0.03342494	1.14663
180	11580.37	11989.03	-408.656	1.14663	-1.45681	0.03492932	1.14663
190	11639.58	12047.28	-407.6981	1.14663	-1.470637	0.03383476	1.14663
200	11610.61	12021.29	-410.6813	1.14663	-1.483612	0.03283889	1.14663
210	11687.11	12093.41	-406.3007	1.14663	-1.460953	0.03459767	1.14663
220	11689.49	12094.93	-405.4348	1.14663	-1.466481	0.03416009	1.14663
230	11643.93	12044.88	-400.95	1.14663	-1.445232	0.03587299	1.14663
240	11632.97	12034.5	-401.5358	1.14663	-1.437771	0.03649465	1.14663
250	11635.98	12039.64	-403.6556	1.14663	-1.478309	0.03324229	1.14663
260	11666.42	12073.49	-407.073	1.14663	-1.480126	0.03310354	1.14663
270	11658.57	12063.34	-404.7639	1.14663	-1.488232	0.03249134	1.14663
280	11636.79	12040.65	-403.8626	1.14663	-1.455176	0.03506096	1.14663
290	11664.69	12069.06	-404.3655	1.14663	-1.4459	0.03581789	1.14663
300	11666.08	12071.97	-405.8974	1.14663	-1.459686	0.03469877	1.14663
310	11675.33	12079.92	-404.5876	1.14663	-1.463694	0.03438003	1.14663
320	11698.22	12104.14	-405.9234	1.14663	-1.45594	0.03499936	1.14663
330	11702.08	12106.85	-404.777	1.14663	-1.443038	0.03605468	1.14663
340	11677.38	12080.8	-403.4191	1.14663	-1.451512	0.03535806	1.14663
350	11684.78	12087.29	-402.5121	1.14663	-1.456148	0.03498256	1.14663
360	11651.62	12055.86	-404.2465	1.14663	-1.462057	0.03450985	1.14663
370	11724.94	12129.28	-404.3354	1.14663	-1.464011	0.03435493	1.14663
380	11724.59	12128.5	-403.9107	1.14663	-1.445711	0.03583351	1.14663
390	11794.25	12197.72	-403.4652	1.14663	-1.450262	0.03545994	1.14663
400	11873.36	12274.48	-401.1205	1.14663	-1.456374	0.03496438	1.14663
410	11820.76	12224.74	-403.9848	1.14663	-1.443647	0.03600419	1.14663
420	11863.44	12267.73	-404.2942	1.14663	-1.491787	0.03222651	1.14663
430	11810.32	12216.64	-406.3216	1.14663	-1.481987	0.03296193	1.14663
440	11892.77	12295.74	-402.9741	1.14663	-1.45814	0.03482247	1.14663
450	11876.91	12280.23	-403.3135	1.14663	-1.458756	0.03477314	1.14663
460	11789.77	12195.43	-405.6638	1.14663	-1.478647	0.0332164	1.14663
470	11610.02	12020.28	-410.2663	1.14663	-1.49622	0.03189924	1.14663
480	11748.45	12157.01	-408.5561	1.14663	-1.482222	0.03294416	1.14663
490	11721.29	12131.52	-410.233	1.14663	-1.502433	0.03144611	1.14663
500	11762.02	12165.65	-403.6324	1.14663	-1.454671	0.03510176	1.14663
510	11629.89	12033.74	-403.8518	1.14663	-1.439681	0.03633446	1.14663
520	11669.45	12073.49	-404.0425	1.14663	-1.469772	0.03390221	1.14663
530	11631.57	12037.18	-405.6075	1.14663	-1.479144	0.03317842	1.14663
540	11634.25	12039.1	-404.8538	1.14663	-1.445852	0.03582186	1.14663
550	11681.86	12083.71	-401.8499	1.14663	-1.44537	0.03586163	1.14663
560	11598.69	12004.9	-406.2154	1.14663	-1.450421	0.035447	1.14663
570	11660.24	12066.16	-405.9173	1.14663	-1.448031	0.03564257	1.14663
580	11612.36	12016.24	-403.882	1.14663	-1.451878	0.03532823	1.14663
590	11671.13	12072.67	-401.5383	1.14663	-1.436221	0.03662511	1.14663
600	11636.58	12038.61	-402.0354	1.14663	-1.461481	0.03455565	1.14663
610	11565.19	11969.99	-404.7957	1.14663	-1.422703	0.03778301	1.14663
620	11567.84	11972.66	-404.818	1.14663	-1.463936	0.03436088	1.14663
630	11501.3	11908.27	-406.966	1.14663	-1.441115	0.03621468	1.14663
640	11494.18	11900.95	-406.7733	1.14663	-1.464333	0.03432948	1.14663
650	11613.16	12019.64	-406.4837	1.14663	-1.478104	0.03325799	1.14663
660	11548.8	11952.93	-404.1312	1.14663	-1.453113	0.0352279	1.14663
670	11581.78	11987.31	-405.5336	1.14663	-1.458326	0.0348076	1.14663
680	11610.18	12019.04	-408.8682	1.14663	-1.461891	0.03452303	1.14663
690	11601.63	12011.83	-410.2006	1.14663	-1.470706	0.03382941	1.14663
700	11618.17	12027.1	-408.9242	1.14663	-1.457872	0.03484399	1.14663
710	11582.68	11991.77	-409.0868	1.14663	-1.464022	0.03435405	1.14663
720	11595.28	12005.15	-409.8752	1.14663	-1.456134	0.03498373	1.14663
730	11516.47	11926.71	-410.2455	1.14663	-1.45756	0.03486902	1.14663
740	11500.05	11908.93	-408.8778	1.14663	-1.463863	0.03436666	1.14663
750	11530.08	11939.05	-408.974	1.14663	-1.446412	0.03577573	1.14663
760	11527.72	11934.57	-406.8484	1.14663	-1.483548	0.03284369	1.14663
770	11623.06	12030.82	-407.7646	1.14663	-1.484042	0.03280637	1.14663
780	11625.69	12034.65	-408.9607	1.14663	-1.468083	0.0340343	1.14663
790	11577.72	11990.1	-412.3792	1.14663	-1.500588	0.03157999	1.14663
800	11581.06	11992.26	-411.1966	1.14663	-1.488622	0.03246222	1.14663
810	11656.31	12065.51	-409.1996	1.14663	-1.478842	0.03320151	1.14663
820	11585.41	11993.73	-408.3237	1.14663	-1.470955	0.03380998	1.14663
830	11560.04	11970.37	-410.3339	1.14663	-1.476802	0.03335784	1.14663
840	11565.77	11975.25	-409.4881	1.14663	-1.483703	0.03283198	1.14663
850	11638.03	12046.14	-408.1078	1.14663	-1.476642	0.03337014	1.14663
860	11678.88	12086.74	-407.8553	1.14663	-1.469591	0.03391636	1.14663
870	11699.61	12102.76	-403.1455	1.14663	-1.481429	0.03300432	1.14663
880	11722.47	12125.04	-402.5698	1.14663	-1.445618	0.03584112	1.14663
890	11675.88	12077.83	-401.9491	1.14663	-1.431913	0.0369902	1.14663
900	11668.86	12070.89	-402.0297	1.14663	-1.441953	0.03614489	1.14663
910	11664.46	12068.24	-403.7757	1.14663	-1.458885	0.03476282	1.14663
920	11621.48	12026.98	-405.4974	1.14663	-1.462168	0.03450106	1.14663
930	11627.09	12033.7	-406.614	1.14663	-1.44822	0.03562702	1.14663
940	11587.21	11993.46	-406.2504	1.14663	-1.456668	0.0349407	1.14663
950	11696.95	12102.68	-405.7286	1.14663	-1.454899	0.03508335	1.14663
960	11644.72	12049.21	-404.4915	1.14663	-1.457877	0.03484361	1.14663
970	11630.41	12036.97	-406.5582	1.14663	-1.449546	0.03551845	1.14663
980	11727.17	12132.11	-404.9371	1.14663	-1.450717	0.03542277	1.14663
990	11624.19	12031.39	-407.2088	1.14663	-1.44897	0.03556563	1.14663
1000	11602.82	12012.33	-409.5105	1.14663	-1.460821	0.03460819	1.14663
