Iteration	Posterior	Likelihood	Prior	diversification	logSigma	sigma	speciation
0	1811.584	2220.555	-408.9714	1.14663	-0.4206975	0.3795793	1.14663
10	-9168.421	-8761.978	-406.4436	1.14663	0.596744	3.951336	1.14663
20	5611.139	6017.536	-406.3962	1.14663	-1.094308	0.08048069	1.14663
30	4387.863	4798.879	-411.0155	1.14663	-0.7112509	0.1944236	1.14663
40	7056.074	7466.933	-410.8582	1.14663	-1.1049	0.07854167	1.14663
50	6141.086	6551.941	-410.8552	1.14663	-0.928361	0.117934	1.14663
60	109.5696	522.8161	-413.2465	1.14663	-0.2695158	0.5376308	1.14663
70	-1168.36	-760.8545	-407.5055	1.14663	-1.258246	0.05517643	1.14663
80	4512.046	4917.705	-405.6588	1.14663	-1.024907	0.09442621	1.14663
90	3461.898	3866.911	-405.0133	1.14663	-0.559848	0.2755193	1.14663
100	3318.208	3725.478	-407.2703	1.14663	-0.5305661	0.2947365	1.14663
110	-8111.306	-7705.235	-406.0708	1.14663	0.5042835	3.193622	1.14663
120	4492.353	4901.901	-409.5476	1.14663	-0.6851431	0.20647	1.14663
130	296.6192	704.4114	-407.7923	1.14663	-0.2619689	0.5470551	1.14663
140	1123.797	1531.564	-407.7676	1.14663	-0.3392869	0.4578393	1.14663
150	-2273.547	-1869.214	-404.3338	1.14663	-0.01179972	0.9731959	1.14663
160	5177.848	5582.959	-405.1112	1.14663	-0.7740454	0.1682498	1.14663
170	4490.617	4899.486	-408.8689	1.14663	-0.7171715	0.1917911	1.14663
180	3914.546	4321.076	-406.5301	1.14663	-0.7099979	0.1949854	1.14663
190	2371.112	2777.783	-406.6712	1.14663	-0.4624699	0.3447705	1.14663
200	6540.992	6949.557	-408.5648	1.14663	-1.103146	0.07885942	1.14663
210	-6931.284	-6520.407	-410.8772	1.14663	-0.6688376	0.2143692	1.14663
220	5058.147	5466.489	-408.3419	1.14663	-0.7685604	0.1703883	1.14663
230	-4144.864	-3738.079	-406.7859	1.14663	-0.9661695	0.1081012	1.14663
240	1221.295	1630.002	-408.7069	1.14663	-0.7732698	0.1685506	1.14663
250	-3733.151	-3324.911	-408.2396	1.14663	0.1026948	1.266761	1.14663
260	-5006.063	-4594.414	-411.6489	1.14663	0.1921731	1.556586	1.14663
270	278.3256	690.3647	-412.0391	1.14663	-0.2807482	0.5239041	1.14663
280	5457.325	5867.405	-410.0795	1.14663	-1.123595	0.07523247	1.14663
290	-4732.478	-4318.051	-414.4266	1.14663	0.1632947	1.456447	1.14663
300	5342.957	5759.845	-416.8885	1.14663	-0.9775608	0.1053026	1.14663
310	-101.8553	311.4717	-413.327	1.14663	-0.2298449	0.5890539	1.14663
320	-5001.425	-4586.26	-415.1651	1.14663	0.1781099	1.506988	1.14663
330	-1544.777	-1130.543	-414.2339	1.14663	-0.119743	0.7590265	1.14663
340	5762.769	6179.04	-416.2708	1.14663	-0.8802963	0.1317358	1.14663
350	5241.184	5656.309	-415.1254	1.14663	-1.158867	0.06936389	1.14663
360	-4247.106	-3829.817	-417.2887	1.14663	-1.374157	0.04225162	1.14663
370	3892.349	4303.108	-410.759	1.14663	-0.6156913	0.2422751	1.14663
380	4720.089	5127.217	-407.1278	1.14663	-0.7023643	0.198443	1.14663
390	6004.841	6415.063	-410.2217	1.14663	-1.031905	0.09291705	1.14663
400	4230.657	4640.566	-409.9091	1.14663	-0.6477345	0.225043	1.14663
410	2324.321	2733.859	-409.5378	1.14663	-0.4491333	0.3555221	1.14663
420	-1102.395	-691.1047	-411.2905	1.14663	-0.145944	0.7145885	1.14663
430	-16952.71	-16540.96	-411.7519	1.14663	1.251637	17.84993	1.14663
440	6051.935	6465.61	-413.6748	1.14663	-0.9575284	0.1102736	1.14663
450	2173.931	2589.141	-415.21	1.14663	-0.4697483	0.3390406	1.14663
460	1221.578	1639.48	-417.9018	1.14663	-0.3804917	0.4163977	1.14663
