state	power	likelihood
260	0.59049	16895.5
270	0.59049	16887.8
280	0.59049	16908.1
290	0.59049	16875.5
300	0.59049	16878.1
310	0.59049	16867.9
320	0.59049	16868.4
330	0.59049	16862
340	0.59049	16868.8
350	0.59049	16865.3
360	0.59049	16860.6
370	0.59049	16870.8
380	0.59049	16852.6
390	0.59049	16865.9
400	0.59049	16853.4
410	0.59049	16863.9
420	0.59049	16819.3
430	0.59049	16845.2
440	0.59049	16845
450	0.59049	16838.3
460	0.59049	16876.1
470	0.59049	16875.8
480	0.59049	16844.2
490	0.59049	16855.8
500	0.59049	16875.8
510	0.59049	16850.5
520	0.59049	16861.3
530	0.59049	16820.3
540	0.59049	16820.1
550	0.59049	16833.2
560	0.59049	16840.8
570	0.59049	16823.3
580	0.59049	16827.6
590	0.59049	16864.3
600	0.59049	16852.5
610	0.59049	16827.6
620	0.59049	16853.4
630	0.59049	16798.5
640	0.59049	16793.5
650	0.59049	16825.7
660	0.59049	16834.4
670	0.59049	16841.1
680	0.59049	16829.2
690	0.59049	16803.9
700	0.59049	16816.1
710	0.59049	16799.9
720	0.59049	16818.7
730	0.59049	16834.5
740	0.59049	16812.9
750	0.59049	16814.5
760	0.59049	16835.6
770	0.59049	16817.6
780	0.59049	16842.1
790	0.59049	16826.4
800	0.59049	16791.1
810	0.59049	16814.6
820	0.59049	16829.2
830	0.59049	16825.7
840	0.59049	16884.1
850	0.59049	16869.4
860	0.59049	16842.6
870	0.59049	16868.2
880	0.59049	16856.3
890	0.59049	16876.9
900	0.59049	16854.3
910	0.59049	16831.6
920	0.59049	16856.8
930	0.59049	16850.3
940	0.59049	16842.9
950	0.59049	16801.8
960	0.59049	16818.6
970	0.59049	16831.2
980	0.59049	16824.4
990	0.59049	16826.9
1000	0.59049	16815.6
