Iteration	Posterior	Likelihood	Prior	diversification	logSigma	sigma	speciation
0	12210.58	12605.69	-395.1135	1.14663	-1.43672	0.03658306	1.14663
10	12251.05	12646.97	-395.9165	1.14663	-1.442654	0.03608658	1.14663
20	12250.64	12647.15	-396.5088	1.14663	-1.480849	0.03304842	1.14663
30	12176.8	12573.61	-396.8126	1.14663	-1.474174	0.03356029	1.14663
40	12164.01	12559.29	-395.279	1.14663	-1.438321	0.03644844	1.14663
50	12149.13	12542.75	-393.625	1.14663	-1.441672	0.03616829	1.14663
60	12133.04	12525.6	-392.5563	1.14663	-1.444185	0.03595958	1.14663
70	12160.32	12554.36	-394.0427	1.14663	-1.436992	0.03656015	1.14663
80	12112.75	12505.95	-393.1947	1.14663	-1.440782	0.03624248	1.14663
90	12149.4	12544.7	-395.295	1.14663	-1.446298	0.03578509	1.14663
100	12186.49	12580.27	-393.7786	1.14663	-1.432225	0.03696366	1.14663
110	12133.75	12528.19	-394.4422	1.14663	-1.437288	0.03653527	1.14663
120	12200.17	12594.02	-393.849	1.14663	-1.464465	0.03431907	1.14663
130	12200.4	12594.25	-393.8518	1.14663	-1.433303	0.03687207	1.14663
140	12194.44	12589.23	-394.7859	1.14663	-1.452716	0.03526012	1.14663
150	12181.8	12578.44	-396.6342	1.14663	-1.452149	0.03530624	1.14663
160	12223.97	12619.43	-395.4586	1.14663	-1.434937	0.03673358	1.14663
170	12259.45	12654.39	-394.9344	1.14663	-1.452756	0.03525687	1.14663
180	12280.55	12674.61	-394.0583	1.14663	-1.440106	0.03629898	1.14663
190	12248.25	12643.1	-394.8468	1.14663	-1.443451	0.0360204	1.14663
200	12263.84	12657	-393.1626	1.14663	-1.435833	0.03665788	1.14663
210	12247.17	12641.62	-394.4589	1.14663	-1.456075	0.03498848	1.14663
220	12207.04	12602.33	-395.2868	1.14663	-1.450981	0.03540132	1.14663
230	12199.14	12597.43	-398.2906	1.14663	-1.468639	0.03399075	1.14663
240	12133.91	12533.79	-399.8818	1.14663	-1.466453	0.03416233	1.14663
250	12177.88	12575.37	-397.4901	1.14663	-1.468238	0.03402218	1.14663
260	12134.08	12531.62	-397.5375	1.14663	-1.481876	0.03297041	1.14663
270	12158.4	12555.7	-397.3004	1.14663	-1.442552	0.03609511	1.14663
280	12161.08	12553.81	-392.7314	1.14663	-1.439309	0.03636564	1.14663
290	12193.52	12588.12	-394.5916	1.14663	-1.473972	0.03357596	1.14663
300	12243.86	12638.18	-394.319	1.14663	-1.448319	0.03561891	1.14663
310	12183.84	12582.1	-398.2629	1.14663	-1.478269	0.03324538	1.14663
320	12228.18	12627.36	-399.1734	1.14663	-1.48954	0.03239369	1.14663
330	12166.3	12565.45	-399.1547	1.14663	-1.492861	0.03214691	1.14663
340	12147.35	12549.24	-401.8928	1.14663	-1.483198	0.03287019	1.14663
350	12159.18	12558.94	-399.7647	1.14663	-1.468703	0.03398574	1.14663
360	12186.43	12584.57	-398.1342	1.14663	-1.457976	0.03483562	1.14663
370	12185.8	12585.82	-400.0248	1.14663	-1.476196	0.03340442	1.14663
380	12247.48	12647.17	-399.6839	1.14663	-1.476913	0.03334931	1.14663
390	12321.4	12721.02	-399.6239	1.14663	-1.475236	0.03347833	1.14663
400	12348.23	12746.02	-397.7863	1.14663	-1.478679	0.033214	1.14663
410	12348.16	12743.08	-394.9165	1.14663	-1.445135	0.03588105	1.14663
420	12466.48	12859.53	-393.0479	1.14663	-1.436088	0.03663632	1.14663
430	12464.69	12857.04	-392.3461	1.14663	-1.45382	0.03517065	1.14663
440	12471.8	12864.27	-392.464	1.14663	-1.436334	0.03661556	1.14663
450	12383.87	12776.54	-392.6709	1.14663	-1.463444	0.03439979	1.14663
460	12389.11	12781.55	-392.4386	1.14663	-1.462004	0.03451409	1.14663
470	12353.91	12746.68	-392.7668	1.14663	-1.438177	0.03646051	1.14663
480	12362.91	12755.58	-392.6656	1.14663	-1.429095	0.03723105	1.14663
490	12316.94	12713.74	-396.7988	1.14663	-1.456084	0.03498771	1.14663
500	12337.68	12734.95	-397.2706	1.14663	-1.467264	0.03409852	1.14663
510	12346.81	12742.84	-396.0292	1.14663	-1.455808	0.03500998	1.14663
520	12304.96	12702.58	-397.6211	1.14663	-1.484526	0.03276984	1.14663
530	12355.22	12751.28	-396.058	1.14663	-1.467482	0.03408147	1.14663
540	12309.8	12705.8	-396.0001	1.14663	-1.460147	0.03466193	1.14663
550	12332.34	12727.46	-395.1185	1.14663	-1.449121	0.0355532	1.14663
560	12261.55	12659.07	-397.5197	1.14663	-1.48458	0.03276576	1.14663
570	12306.09	12699.69	-393.5981	1.14663	-1.446596	0.03576056	1.14663
580	12264.98	12660.13	-395.1427	1.14663	-1.45712	0.03490442	1.14663
590	12313.81	12707.4	-393.585	1.14663	-1.443192	0.0360419	1.14663
600	12332.18	12726.46	-394.2747	1.14663	-1.450513	0.03543946	1.14663
610	12283.69	12678.47	-394.7858	1.14663	-1.448762	0.03558265	1.14663
620	12308.94	12704.1	-395.1515	1.14663	-1.473756	0.0335926	1.14663
630	12263.78	12659.88	-396.0965	1.14663	-1.439033	0.03638871	1.14663
640	12259.91	12657.5	-397.5876	1.14663	-1.445314	0.03586621	1.14663
650	12231.88	12630.96	-399.0706	1.14663	-1.467075	0.03411342	1.14663
660	12169.97	12567.25	-397.281	1.14663	-1.44079	0.03624182	1.14663
670	12238.29	12634.95	-396.662	1.14663	-1.454192	0.03514052	1.14663
680	12290.37	12686.22	-395.8515	1.14663	-1.448039	0.03564189	1.14663
690	12217.6	12613.22	-395.619	1.14663	-1.448607	0.03559533	1.14663
700	12233.92	12632.77	-398.8466	1.14663	-1.467763	0.03405937	1.14663
710	12262.21	12660.67	-398.4512	1.14663	-1.464969	0.0342792	1.14663
720	12177.27	12575.29	-398.0227	1.14663	-1.437438	0.03652261	1.14663
730	12261.87	12658.91	-397.0406	1.14663	-1.454219	0.03513833	1.14663
740	12381.42	12777.44	-396.0195	1.14663	-1.469445	0.03392774	1.14663
750	12422.88	12818.96	-396.0829	1.14663	-1.469594	0.03391611	1.14663
760	12442.4	12836.6	-394.1993	1.14663	-1.445348	0.03586341	1.14663
770	12446.64	12841.7	-395.0599	1.14663	-1.446879	0.03573728	1.14663
780	12390.45	12787.83	-397.3844	1.14663	-1.462329	0.03448821	1.14663
790	12393.86	12788.67	-394.8083	1.14663	-1.469155	0.03395044	1.14663
800	12398.87	12792.54	-393.6677	1.14663	-1.47373	0.03359467	1.14663
810	12314.91	12707.89	-392.9823	1.14663	-1.486114	0.03265023	1.14663
820	12263.21	12656.45	-393.2431	1.14663	-1.43175	0.03700414	1.14663
830	12240.41	12635.13	-394.728	1.14663	-1.457964	0.03483662	1.14663
840	12219.21	12614.42	-395.2122	1.14663	-1.45342	0.035203	1.14663
850	12263.4	12658.71	-395.3149	1.14663	-1.473381	0.03362168	1.14663
860	12263.24	12657.74	-394.498	1.14663	-1.48195	0.03296478	1.14663
870	12267.27	12660.83	-393.5597	1.14663	-1.459686	0.03469879	1.14663
880	12305.44	12698.54	-393.0978	1.14663	-1.432414	0.0369476	1.14663
890	12313.11	12706.98	-393.876	1.14663	-1.450509	0.03543974	1.14663
900	12172.37	12568.62	-396.2419	1.14663	-1.443262	0.03603609	1.14663
910	12179.5	12575.48	-395.9789	1.14663	-1.457932	0.0348392	1.14663
920	12160.23	12557.43	-397.1985	1.14663	-1.453672	0.03518257	1.14663
930	12171.7	12569.41	-397.7046	1.14663	-1.469598	0.03391582	1.14663
940	12199.79	12595.04	-395.2573	1.14663	-1.469166	0.03394956	1.14663
950	12209.16	12602.59	-393.4306	1.14663	-1.438175	0.03646074	1.14663
