Iteration	Posterior	Likelihood	Prior	sigma
0	4781.826	5194.538	-412.7111	0.09133063
100	6185.26	6597.622	-412.3614	0.09843246
200	6715.81	7126.34	-410.5296	0.1090647
300	5255.891	5671.818	-415.9272	0.1067834
400	6419.172	6829.868	-410.6958	0.0889772
500	6680.559	7092.393	-411.8345	0.08661036
600	6245.86	6662.794	-416.9345	0.0937449
700	5938.007	6346.608	-408.6009	0.1157717
800	6367.105	6780.736	-413.6309	0.09552696
900	6742.167	7160.792	-418.6251	0.09599243
1000	6597.714	7017.694	-419.9802	0.07590777
