Iteration	Posterior	Likelihood	Prior	diversification	logSigma	sigma	speciation
0	-1000.852	-588.2835	-412.5687	1.14663	-0.1601343	0.691617	1.14663
10	4325.617	4738.08	-412.4627	1.14663	-0.679816	0.2090181	1.14663
20	4914.549	5329.245	-414.6954	1.14663	-0.7392146	0.1822995	1.14663
30	-7390.543	-6974.301	-416.2417	1.14663	0.3729956	2.360454	1.14663
40	-6827.261	-6407.654	-419.6074	1.14663	0.3198114	2.088389	1.14663
50	-11000.39	-10583.84	-416.5577	1.14663	0.6958871	4.964632	1.14663
60	-4619.977	-4200.86	-419.1173	1.14663	0.1543669	1.426812	1.14663
70	-6228.165	-5809.504	-418.6609	1.14663	0.2904253	1.951755	1.14663
80	2916.635	3335.524	-418.8894	1.14663	-0.543985	0.2857689	1.14663
90	-834587.7	-834165.2	-422.4939	1.14663	-2.041657	0.00908538	1.14663
100	-10188.48	-9767.739	-420.7374	1.14663	0.6210372	4.178661	1.14663
110	-11535.07	-11121.62	-413.4482	1.14663	-1.065013	0.08609674	1.14663
120	-14237	-13823.78	-413.2156	1.14663	1.016192	10.37987	1.14663
130	-4821.668	-4409.182	-412.4863	1.14663	0.1790569	1.510278	1.14663
140	-1528.713	-1115.06	-413.6534	1.14663	-0.1121958	0.7723323	1.14663
150	-2630.059	-2215.898	-414.1604	1.14663	-0.01126811	0.9743879	1.14663
160	-517.555	-105.2136	-412.3414	1.14663	-0.1991099	0.6322519	1.14663
170	-16481.72	-16066.72	-415.001	1.14663	1.178155	15.07144	1.14663
180	4991.575	5402.318	-410.7427	1.14663	-0.7985829	0.1590073	1.14663
190	-2413.54	-2002.77	-410.7702	1.14663	-0.03146558	0.9301102	1.14663
200	-13629.94	-13219.23	-410.7065	1.14663	0.9535746	8.98617	1.14663
210	-14391.32	-13980.27	-411.0565	1.14663	1.018438	10.4337	1.14663
220	402.0709	811.8344	-409.7636	1.14663	-0.2844356	0.5194747	1.14663
230	-7948.815	-7538.511	-410.3043	1.14663	0.4570391	2.864436	1.14663
240	5812.509	6226.317	-413.808	1.14663	-0.8673745	0.1357143	1.14663
250	-37701.13	-37288.41	-412.7258	1.14663	-1.605395	0.02480873	1.14663
260	-6589.62	-6177.774	-411.8466	1.14663	0.3390283	2.182872	1.14663
270	-8428.486	-8017.386	-411.0996	1.14663	0.5065365	3.210233	1.14663
280	-17796.22	-17381.35	-414.864	1.14663	1.308749	20.35863	1.14663
290	-2723.451	-2309.235	-414.2159	1.14663	-0.01746784	0.9605769	1.14663
300	-23598.3	-23182.84	-415.4549	1.14663	1.818458	65.83518	1.14663
310	-6784.847	-6374.647	-410.2004	1.14663	0.3878131	2.442379	1.14663
320	-9263.243	-8849.765	-413.4783	1.14663	0.5745229	3.754248	1.14663
330	-10412	-9997.567	-414.4329	1.14663	0.6715562	4.694142	1.14663
340	-6237.953	-5824.532	-413.4214	1.14663	0.2962522	1.978118	1.14663
350	-932.9634	-521.3799	-411.5834	1.14663	-0.1548325	0.700112	1.14663
360	-849.3744	-434.6456	-414.7288	1.14663	-0.182781	0.6564763	1.14663
370	-6840.864	-6430.327	-410.537	1.14663	0.3763636	2.378831	1.14663
380	-16859.59	-16443.61	-415.9834	1.14663	1.230796	17.01359	1.14663
390	-12755.23	-12341.49	-413.7418	1.14663	0.8716071	7.440585	1.14663
400	-25426.3	-25009.94	-416.3603	1.14663	1.95678	90.52741	1.14663
410	-3194.238	-2781.764	-412.4738	1.14663	0.03876311	1.09336	1.14663
420	-1941.362	-1527.639	-413.7228	1.14663	-0.08621918	0.8199376	1.14663
