Iteration	Posterior	Likelihood	Prior	diversification	logSigma	sigma	speciation
0	10684.46	11101.36	-416.8996	1.14663	-1.449004	0.03556279	1.14663
10	10629.53	11048.09	-418.5674	1.14663	-1.437175	0.03654473	1.14663
20	10887.81	11299.59	-411.7775	1.14663	-1.430606	0.03710171	1.14663
30	10994	11405.42	-411.4207	1.14663	-1.436741	0.03658133	1.14663
40	10937.3	11348.74	-411.4409	1.14663	-1.387151	0.04100614	1.14663
50	10809.31	11221.55	-412.2426	1.14663	-1.389608	0.04077481	1.14663
60	10666.44	11081.49	-415.053	1.14663	-1.421437	0.03789338	1.14663
70	10815.02	11230.8	-415.7765	1.14663	-1.428933	0.03724492	1.14663
80	10683	11098.33	-415.3279	1.14663	-1.442719	0.03608116	1.14663
90	10599.33	11015.54	-416.2094	1.14663	-1.402501	0.03958213	1.14663
100	10634.07	11050.73	-416.6644	1.14663	-1.423784	0.03768914	1.14663
110	10649.33	11067.12	-417.791	1.14663	-1.402689	0.03956498	1.14663
120	10681.93	11097.93	-415.9958	1.14663	-1.404618	0.03938964	1.14663
130	10610.35	11024.84	-414.4907	1.14663	-1.408495	0.0390396	1.14663
140	10693.49	11108.16	-414.6667	1.14663	-1.41393	0.03855403	1.14663
150	10607.04	11023.46	-416.4186	1.14663	-1.422387	0.03781055	1.14663
160	10618.86	11032.31	-413.4556	1.14663	-1.384316	0.04127474	1.14663
170	10578.59	10996.15	-417.5618	1.14663	-1.384597	0.04124799	1.14663
180	10536.57	10952.02	-415.4492	1.14663	-1.399011	0.03990146	1.14663
190	10591.51	11009.31	-417.8004	1.14663	-1.409596	0.0389407	1.14663
200	10606.62	11026.15	-419.5304	1.14663	-1.412461	0.03868465	1.14663
210	10594.07	11011.27	-417.1967	1.14663	-1.40061	0.03975487	1.14663
220	10552.23	10967.16	-414.9335	1.14663	-1.394903	0.04028066	1.14663
230	10632.09	11049.55	-417.4514	1.14663	-1.404619	0.03938959	1.14663
240	10612.3	11030.67	-418.3666	1.14663	-1.385764	0.04113727	1.14663
250	10697.75	11116.24	-418.4954	1.14663	-1.42805	0.03732073	1.14663
