Iteration	Posterior	Likelihood	Prior	diversification	logSigma	sigma	speciation
0	12003.64	12402.92	-399.2776	1.14663	-1.453333	0.03521007	1.14663
10	11975.36	12376.06	-400.7031	1.14663	-1.438505	0.03643303	1.14663
20	11929.55	12331.38	-401.8269	1.14663	-1.45811	0.03482494	1.14663
30	11931.18	12335.64	-404.4617	1.14663	-1.474305	0.03355015	1.14663
40	11970.3	12371.49	-401.1874	1.14663	-1.475671	0.0334448	1.14663
50	11925.66	12328.43	-402.7684	1.14663	-1.481648	0.03298771	1.14663
60	11927.36	12332.46	-405.1007	1.14663	-1.498946	0.03169964	1.14663
70	11941.81	12348.25	-406.4381	1.14663	-1.49399	0.03206344	1.14663
80	11956.84	12361.6	-404.7637	1.14663	-1.483163	0.03287279	1.14663
90	12000.21	12402.66	-402.4499	1.14663	-1.466949	0.03412327	1.14663
100	12070.64	12468.68	-398.0394	1.14663	-1.445287	0.03586845	1.14663
110	12060.98	12459.08	-398.096	1.14663	-1.442649	0.03608701	1.14663
120	12013.2	12410.02	-396.8142	1.14663	-1.43873	0.03641414	1.14663
130	11902.13	12299.17	-397.0332	1.14663	-1.420378	0.03798588	1.14663
140	11911.4	12308.57	-397.1624	1.14663	-1.44546	0.03585423	1.14663
150	11891.33	12284.84	-393.5122	1.14663	-1.434621	0.03676026	1.14663
160	11943.42	12337.69	-394.2736	1.14663	-1.418552	0.03814595	1.14663
170	11956.59	12351.79	-395.2006	1.14663	-1.418351	0.03816355	1.14663
180	11970.87	12365.16	-394.2919	1.14663	-1.421313	0.03790416	1.14663
190	12042.55	12436.86	-394.3106	1.14663	-1.42249	0.03780162	1.14663
200	12089.54	12484.63	-395.0911	1.14663	-1.430134	0.03714204	1.14663
210	12041.9	12437.71	-395.8116	1.14663	-1.423259	0.03773471	1.14663
220	12022.63	12419.25	-396.6154	1.14663	-1.41658	0.03831954	1.14663
230	12086.42	12480.95	-394.5325	1.14663	-1.428971	0.03724164	1.14663
240	12084.44	12478.51	-394.076	1.14663	-1.440265	0.03628567	1.14663
250	12047.4	12443.28	-395.8881	1.14663	-1.454172	0.03514215	1.14663
260	11997.29	12394.14	-396.8417	1.14663	-1.432975	0.03689991	1.14663
270	11947.79	12346.46	-398.6661	1.14663	-1.460954	0.03459764	1.14663
280	11894.43	12294.02	-399.592	1.14663	-1.447502	0.03568603	1.14663
290	11878.67	12280.9	-402.2238	1.14663	-1.48764	0.03253571	1.14663
300	11953.18	12352.12	-398.9385	1.14663	-1.454367	0.03512631	1.14663
310	11907.43	12306.85	-399.4161	1.14663	-1.455484	0.03503611	1.14663
320	11920.15	12320.84	-400.687	1.14663	-1.470798	0.03382218	1.14663
330	11907.18	12309.41	-402.2308	1.14663	-1.456631	0.03494371	1.14663
340	11932.25	12334.46	-402.2059	1.14663	-1.462587	0.03446779	1.14663
350	11933.19	12338.31	-405.1146	1.14663	-1.489614	0.03238812	1.14663
360	11920.29	12326.87	-406.5856	1.14663	-1.487065	0.03257878	1.14663
370	11910.67	12315.8	-405.1244	1.14663	-1.476178	0.03340578	1.14663
380	11893.58	12298.39	-404.8142	1.14663	-1.488508	0.03247072	1.14663
390	11807.71	12215.01	-407.299	1.14663	-1.447013	0.03572619	1.14663
400	11811.16	12217.9	-406.7401	1.14663	-1.460823	0.03460805	1.14663
410	11783.44	12191.76	-408.318	1.14663	-1.490801	0.03229975	1.14663
420	11778.44	12185.92	-407.481	1.14663	-1.500961	0.03155289	1.14663
430	11815.48	12221.2	-405.7205	1.14663	-1.498438	0.03173672	1.14663
440	11745.58	12151.72	-406.136	1.14663	-1.470254	0.03386458	1.14663
450	11868.72	12273.84	-405.1215	1.14663	-1.473604	0.03360441	1.14663
460	11898.98	12304.12	-405.1453	1.14663	-1.474323	0.03354882	1.14663
470	11831.23	12237.63	-406.4035	1.14663	-1.490808	0.03229919	1.14663
480	11758.44	12165.6	-407.1665	1.14663	-1.468931	0.03396791	1.14663
490	11865.84	12273.11	-407.2752	1.14663	-1.482875	0.03289462	1.14663
500	11818.65	12223.31	-404.6605	1.14663	-1.484743	0.03275344	1.14663
510	11861.62	12266.34	-404.72	1.14663	-1.478396	0.03323564	1.14663
520	11919.53	12319.75	-400.2235	1.14663	-1.428027	0.03732269	1.14663
530	11904.21	12301.91	-397.7002	1.14663	-1.446998	0.03572748	1.14663
540	11898.99	12299.66	-400.6632	1.14663	-1.457058	0.03490937	1.14663
550	11959.76	12359.08	-399.3253	1.14663	-1.445154	0.03587949	1.14663
560	11890.58	12290.7	-400.1141	1.14663	-1.452375	0.03528786	1.14663
570	11914.64	12315.27	-400.626	1.14663	-1.448167	0.03563141	1.14663
580	11954.43	12355.05	-400.6164	1.14663	-1.45204	0.03531504	1.14663
590	12003.7	12402.05	-398.3452	1.14663	-1.443817	0.03599006	1.14663
600	12083.32	12480.03	-396.7062	1.14663	-1.452403	0.03528553	1.14663
610	12027.56	12423.79	-396.2355	1.14663	-1.469111	0.03395383	1.14663
620	12054.77	12450.42	-395.6503	1.14663	-1.435033	0.03672541	1.14663
630	12058.3	12454.6	-396.2979	1.14663	-1.454783	0.03509271	1.14663
640	12090.79	12484.3	-393.5119	1.14663	-1.444513	0.03593244	1.14663
650	12097.73	12489.64	-391.9084	1.14663	-1.43747	0.03651992	1.14663
