rowname,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39
FR_04_12,0.10170293139019067,0.02803804045740896,-0.072196052183744,-0.03456681033024206,-0.0043911299900743625,0.012680526407128906,-0.026158565949726775,-0.006357106337900751,0.006798070060553497,-0.006560426862118205,0.01794810608102272,0.013303188935423621,-0.008327130737680285,0.0019375886389561689,-0.005186293551856654,-0.0184903610582919,0.009169153171805723,-0.0018461085647859675,0.007246359172101206,0.008260341411956537,0.006109191202336771,0.0043722225826417285,0.0023726265729826076,-0.0023787908062103446,0.003095884562192847,-0.004793976371640298,0.0012780236711679874,0.0021573575187351893,-0.005902026486880967,-0.004286440484517072,2.8225534545216517e-4,0.002361291274896756,0.0014061256723579484,-0.0015867192454193245,0.0017407957051477428,0.0019690194829485234,5.620309940157426e-6,0.0016991397277419413,0.006560945257942271
FR_04_13,0.1418417067332828,0.04201983919265339,-0.004338782270627335,-0.036284728754262516,-0.07253977948735688,-9.87804957021584e-4,-0.04244573036578074,0.04189898373806489,0.008365217391232593,0.014016214046706927,0.004458446745109444,-0.003437420715220926,-0.007020082005584927,0.017097026265406753,0.0014689380031368672,0.009162819334553597,0.012762265396344584,3.1946115898047527e-4,0.0022516499213221576,-0.0047477517844888815,-0.0013648990945689318,0.007903478165901607,-0.004780275928264704,3.289559774556287e-4,0.007823238232616892,0.01127197326435774,-0.002824768403876066,0.009212686093034307,-0.001715076652217022,3.5133393260452486e-4,0.007861795989256015,0.001983077916388405,0.002199517432661126,-0.0024402130463590894,-0.0017638391379827076,0.0049517421057710415,0.002383919433067741,0.004814606000147321,-0.0021247136903361206
FR_04_14,0.10801646317981527,0.0979901612820449,-0.008902298185801023,-0.02347555736286336,-0.016926180111493053,-0.027203033406324673,-0.033582836897299295,0.015067388781820193,0.00907474167770432,-0.0023031683280468006,-0.013864815853994497,-1.5191731837623011e-5,0.004194477144943289,0.026749630546256502,0.012484102675971834,-0.009819715219997888,0.003615820007409041,0.008931377758824527,-0.001791935150686933,0.004216426664193872,0.0010189864063801517,0.005841368300630592,-0.011088439275730833,-0.006727103868012978,0.0034161574076222384,0.005164530421662875,-0.0024849858441859493,-0.008079296718055054,6.314034274539377e-4,0.0019574929954822586,5.879071269695086e-4,-0.0022604998038043764,0.0035333834172262585,-1.993182330139518e-4,0.0018071709965825128,-3.376228171213337e-4,0.004889326479473951,-0.004712054976611647,2.6684716537707387e-4
FR_04_15,0.034360915285008356,0.019118571226695236,0.021282971104503896,-0.0689585015619953,-0.043524947722504904,0.033332561139331154,-0.03315507302853458,0.022753933314067373,0.03386089436854445,-0.00837906022620675,0.006133747099980098,-0.01937280965375969,0.0028071071856705103,0.007072509908428754,0.006166558615016846,-0.0057200198764630564,0.007480824246871106,-0.003504547415154209,0.008135287456759044,0.004320018876124328,0.004994772012340513,-0.005429415499518257,-0.005576334250701829,-0.002955406234293573,-0.0028111390257598893,0.0010420103177055033,0.003200266152265897,0.007958613716043192,0.00231807143458193,0.005459307591369566,7.164128482277198e-4,0.006965140952385497,0.006062263252325913,-0.0023060317919737917,-0.0019450027729290842,0.002961018267599779,-0.0021353824462639792,-4.48879591168379e-4,0.002733517079367637
FR_04_16,0.07135346562910955,0.07275647759909556,-0.02025286695084075,-0.03495966458252242,0.012081671550973455,0.018954066716668144,-0.02538889165291483,0.004542668618863262,0.02045742432378966,-0.001030111654877578,-0.004554280097963136,-0.003845629422021992,-0.010605533789332232,0.011502490269876587,-0.005364921774442497,-0.003097694754953405,0.005717496904671309,0.0014956591391564996,0.006019118426408499,0.009095243744997665,0.01574437704557646,0.005569164932890633,-0.0019447313092468925,6.103058616629317e-4,-0.0017650342882148218,-3.390271453360111e-4,0.0018463200380757808,0.0023618381519301505,-7.699736065276807e-4,-0.0040205033457798,0.0038626229673193887,0.007977120184956853,2.9166714683463235e-4,0.002481507664314225,-0.0013350039507173891,-0.0036117009385895306,-3.2379803743393603e-4,-0.004861693061731072,0.0026110343873573865
FR_04_17,0.08781100581059532,0.086022730850294285,0.046733094837849896,-0.0288811832387005,0.043302857563250544,-0.05155788767658021,-0.010646287846550778,-0.03270062355454456,0.002363285300944094,0.004048988550828195,-0.01927431448739915,-0.016856516076794364,0.002914029931773477,0.0012417785859289486,0.012558280885189569,-0.014678022734686685,0.006703236517625767,0.003405388399708609,-0.0020851547183920573,-0.0019495176966769102,0.008005908219478402,9.789425190804483e-4,0.004347118902488038,-0.008057721677018872,0.007389350533825644,-2.788292283461383e-4,-0.007897778190773983,-0.011841334441824041,-3.6487305026885276e-4,-0.002914838512640351,8.415565923808173e-4,1.5531241352175054e-4,-0.0019232921539502827,0.0016711187315493557,0.004167854082150594,0.001510810396488539,0.002071222856152619,-3.544069090177159e-4,0.003545879015997573
FR_04_18,0.07631620408351752,0.1454267197326652,0.07860651805666678,-0.013310889485495215,-0.05697655572501541,0.0926053914038196,-0.03354872152740305,-0.03181390728320862,0.004663432825294221,-0.014220723505466075,0.004964954040000699,-3.8134389422489224e-4,0.012893382917157175,0.021479244608887286,-0.017201161381626633,0.028249333918980966,0.020273721335605538,-0.018208402046368016,-0.0013208400400691528,0.01242929306057174,0.0014659473289755718,-0.009515630255767982,0.012816714293696246,-0.00595493291964205,-4.480504405402308e-4,0.006875966811120885,0.003292572740176086,-0.0010747552123531144,5.706013830903999e-4,-0.0016083070448727858,0.0028529513147450506,-0.005529415521588074,0.00476761270110651,-6.562586302550221e-4,-0.0023401979489894222,-0.0020090119655850596,0.007573922042619651,0.0024429328188053235,-0.0023593339344022395
FR_04_19,0.2797274378326297,0.12901192593967575,-0.07184025937126345,0.05381686259720573,-0.056954444433653155,-0.00840732344528213,-0.029537189486611742,-5.708283971726288e-4,-0.004767050445485476,-0.008456338173877755,0.03053344475266593,0.0016787125193980126,-0.017555829015185292,0.001036656667240469,0.011327154080669796,-8.339347298999471e-4,-0.002400909680056334,0.013934520862890997,0.00617797826694449,-0.008457435024881395,-0.006805439242947522,0.0031877780935780173,0.00941041349677789,0.0016684885483843493,0.0020978821013034137,0.005504242472320419,-0.00707344616745592,-0.0024108913175367114,-0.0015505814778412974,0.003220697692401,-0.0029481391285624513,0.005584965272400046,0.0026233124370355636,-0.004587820303643744,-0.005257084637237051,-0.005407724195663607,-6.473823648725696e-4,0.002896161314293515,-0.001084564099789474
FR_04_2,0.081005035133219,0.04096424161039977,0.01658974607046904,-0.04785019435322986,0.0064684532806853585,-0.022447469405839512,-0.04189248878324135,0.034816516865066184,0.012813705697592,0.008232717548595727,-0.0011586220615217037,-0.006450207941966038,-0.010539529288489264,0.027987464341327192,-0.00350522818094356,0.0024894200237651864,5.882348315520023e-4,-5.580361754549603e-4,0.005400997584512775,-0.005073201386577734,0.011101181235919865,0.009908343305988339,-0.0012457248326856144,-0.0017231806058717576,0.0030153769885469207,5.279277705164884e-4,0.003298161864037488,0.00680289776824198,-0.0034529691426452773,0.004529183770688321,-7.56177197434686e-4,-0.0035171171805115134,0.0028781020044007337,-0.0017438862315594364,0.0018937789964966264,7.393143015844515e-4,0.001181129106885678,0.001390625280057188,-0.005296146439359515
FR_04_20,0.02391091367858643,-0.031899840057791194,-0.04499935761965199,-0.051442309564939163,0.04469255660289417,-0.028848551875229788,0.040753994128619284,-0.00427344077442213,0.005042719976502431,0.0016212851823355157,-0.028151319041161894,0.018532080789431044,-0.016117990128193163,-0.005697689382159175,-0.014417803342258468,9.305283099931162e-4,0.005144260012838115,-0.003838538305125562,-0.0028103480578997677,0.01069114117715767,-8.725810199024537e-4,0.00512102121515494,-0.007864394338054501,-0.0034108548985212137,-0.007963817658509703,-0.0019497782031883172,-0.004086391322416013,-0.00990847613392687,-0.007722680072694575,1.0898406873197893e-4,-5.59654539179483e-5,8.60533844119834e-4,9.582042608820707e-4,-3.9637255675423785e-4,-0.0027632160162386747,0.0013144474494322987,0.0012531716420402339,-7.599987343720421e-4,2.7850939416467656e-4
FR_04_3,0.04738745522246409,-0.01776829137983077,-0.0642507332925813,-0.03231110974990051,8.544376413646606e-4,0.05389190638700621,0.010278180772996996,0.008391218888882992,0.015030401502201664,-0.00955556003583991,0.0017332256630327074,-0.0011849341921342784,0.016461142917526324,0.003132220930974843,-0.0016155660615819454,-0.02683249244164579,0.0033814303253807635,-0.00972706570553192,0.0034825718740557395,0.00995603462674656,-0.0010626680139401974,-0.0024860545263872416,-0.005811723666361657,-0.01641154802983966,-0.0021145133874168874,0.0026147235426183424,-0.0015579256785855384,0.010548850818277469,-0.002014143668682292,-0.00510891909121714,0.004120978505223876,0.010699122154416953,-0.005780137191047586,-0.0021059181378974942,5.672523680945991e-4,-0.001023823509917338,0.0013771930075009476,-0.003102975428382129,-0.00174854120577301
FR_04_4,0.02661934759238252,0.03098606463894016,-0.00514224311849982,-0.049466149404120446,-0.008423433119676955,-0.009704039933578814,-0.0038526807544157684,0.009969697573124412,0.03422394900824637,4.785636194668873e-4,-0.016054185562083944,8.343534117896733e-4,-0.007755477278943677,0.004835175731975295,-0.003287237678696566,0.0038159534464330632,0.010401112341091812,-0.001429868539466154,0.006352037643878741,-7.038061251740135e-4,-0.0036391753915378617,0.006154873908762603,-0.014688269757761855,-0.007374984786776411,-0.00914631158282517,0.004790047968730846,-0.0010448194099424686,0.0029987055708432272,0.0012898270272036778,0.009261453915216766,0.0014848383236556691,-3.753058688504424e-4,0.003673383336508364,7.005481664593693e-4,-0.001980303546985171,-0.0021220836624988035,0.004380479677136356,0.004240951752686192,0.0045501475668352455
FR_04_5,0.07318184229852452,0.0544202197863682,-0.0324281233999414,-0.04601168688786648,-0.02126828692064665,-0.04304534578938719,-0.04514895822260119,0.009700875282361885,0.027379089177323346,-0.016799379783993935,0.0011494388715400721,0.0039379750204718515,-0.00981052033398325,0.0183140207914901,-0.0033714796161696987,0.0022329592055108137,0.023279003517606346,-0.00870919436151839,0.01208632936464508,-0.004942528424967016,0.0037134245787464625,0.0025728282873835363,-0.00553626505318488,0.001116167935504542,0.006915068671745398,-0.003182430358604221,0.007894687595711793,-0.003655600218766644,-0.004174665568627247,-0.008992733577742825,-0.005409436005306728,0.006046744281627558,0.0071590390954546996,0.0033044279214716962,-0.004662941445908751,5.640528869335505e-4,0.003378972301701087,-0.004477413278186133,-0.0033081548608739847
